Model Full,Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Make,Model
CADILLAC XT6,2,4,SemiAuto-9,2WD,Gasoline,small SUV,7,21,27,23,5,No,386,CADILLAC,XT6
CADILLAC XT6,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,21,26,23,5,No,386,CADILLAC,XT6
CADILLAC XT6,3.6,6,SemiAuto-9,2WD,Gasoline,small SUV,6,19,26,21,4,No,419,CADILLAC,XT6
CADILLAC XT6,3.6,6,SemiAuto-9,4WD,Gasoline,small SUV,6,18,25,21,4,No,433,CADILLAC,XT6
CHEVROLET Blazer,2,4,Auto-9,2WD,Gasoline,small SUV,7,22,29,25,5,No,365,CHEVROLET,Blazer
CHEVROLET Blazer,2,4,Auto-9,4WD,Gasoline,small SUV,7,22,27,24,5,No,368,CHEVROLET,Blazer
CHEVROLET Blazer,3.6,6,Auto-9,2WD,Gasoline,small SUV,6,19,27,22,5,No,404,CHEVROLET,Blazer
CHEVROLET Blazer,3.6,6,Auto-9,4WD,Gasoline,small SUV,6,19,26,21,4,No,417,CHEVROLET,Blazer
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1,14,20,16,3,No,559,CHEVROLET,Camaro
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1,16,24,19,4,No,477,CHEVROLET,Camaro
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,small car,1,13,21,16,3,No,571,CHEVROLET,Camaro
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,small car,1,16,26,20,4,No,453,CHEVROLET,Camaro
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,small car,6,16,26,20,4,No,453,CHEVROLET,Camaro
CHEVROLET Camaro,3.6,6,SemiAuto-10,2WD,Gasoline,small car,6,18,29,22,5,No,407,CHEVROLET,Camaro
CHEVROLET Camaro,2,4,Man-6,2WD,Gasoline,small car,5,19,28,22,5,No,401,CHEVROLET,Camaro
CHEVROLET Camaro,2,4,SemiAuto-8,2WD,Gasoline,small car,5,22,30,25,5,No,360,CHEVROLET,Camaro
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,small car,5,16,24,19,4,No,475,CHEVROLET,Corvette
CHEVROLET Corvette Z06,5.5,8,SemiAuto-8,2WD,Gasoline,small car,3,12,21,15,2,No,597,CHEVROLET,Corvette Z06
CHEVROLET Corvette Z06 Carbon Aero,5.5,8,SemiAuto-8,2WD,Gasoline,small car,3,12,19,14,2,No,631,CHEVROLET,Corvette Z06 Carbon Aero
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,small SUV,7,26,31,28,6,No,317,CHEVROLET,Equinox
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,small SUV,7,24,30,26,5,No,340,CHEVROLET,Equinox
CHEVROLET Malibu,1.5,4,CVT,2WD,Gasoline,midsize car,7,27,35,30,6,No,292,CHEVROLET,Malibu
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,pickup,5,24,29,26,5,No,396,CHEVROLET,Silverado
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,pickup,5,22,27,24,4,No,423,CHEVROLET,Silverado
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,pickup,5,22,27,24,4,No,425,CHEVROLET,Silverado
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,pickup,7,19,21,20,4,No,453,CHEVROLET,Silverado
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,pickup,7,19,22,20,4,No,446,CHEVROLET,Silverado
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,pickup,7,18,21,19,4,No,459,CHEVROLET,Silverado
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,pickup,7,18,21,19,4,No,462,CHEVROLET,Silverado
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,pickup,6,16,20,18,4,No,500,CHEVROLET,Silverado
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,pickup,6,17,21,19,4,No,478,CHEVROLET,Silverado
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,special purpose,6,15,18,16,3,No,553,CHEVROLET,Silverado
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,pickup,6,15,19,17,3,No,535,CHEVROLET,Silverado
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,pickup,6,16,20,17,3,No,523,CHEVROLET,Silverado
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,special purpose,6,15,17,16,3,No,564,CHEVROLET,Silverado
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,pickup,6,16,20,17,3,No,513,CHEVROLET,Silverado
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,pickup,5,21,23,22,4,No,463,CHEVROLET,Silverado 4WD Mud Terrain Tire
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,pickup,7,17,18,17,3,No,512,CHEVROLET,Silverado 4WD Mud Terrain Tire
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,pickup,6,15,18,16,3,No,552,CHEVROLET,Silverado 4WD Mud Terrain Tire
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,pickup,6,15,19,16,3,No,555,CHEVROLET,Silverado 4WD Mud Terrain Tire
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,pickup,6,14,18,16,3,No,567,CHEVROLET,Silverado 4WD Mud Terrain Tire
CHEVROLET Silverado ZR2,6.2,8,Auto-10,4WD,Gasoline,pickup,6,14,17,15,2,No,585,CHEVROLET,Silverado ZR2
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,standard SUV,3,21,27,23,4,No,442,CHEVROLET,Suburban
CHEVROLET Suburban,3,6,Auto-10,4WD,Diesel,standard SUV,3,20,26,22,4,No,462,CHEVROLET,Suburban
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,standard SUV,6,15,20,17,3,No,527,CHEVROLET,Suburban
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,standard SUV,6,15,19,16,3,No,545,CHEVROLET,Suburban
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,standard SUV,6,14,20,16,3,No,555,CHEVROLET,Suburban
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,standard SUV,6,14,18,16,3,No,564,CHEVROLET,Suburban
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,standard SUV,3,21,28,24,4,No,428,CHEVROLET,Tahoe
CHEVROLET Tahoe,3,6,Auto-10,4WD,Diesel,standard SUV,3,20,26,22,4,No,462,CHEVROLET,Tahoe
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,standard SUV,6,15,20,17,3,No,527,CHEVROLET,Tahoe
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,standard SUV,6,14,18,16,3,No,566,CHEVROLET,Tahoe
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,standard SUV,6,15,20,17,3,No,527,CHEVROLET,Tahoe
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,standard SUV,6,14,20,16,3,No,555,CHEVROLET,Tahoe
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,standard SUV,6,14,18,16,3,No,564,CHEVROLET,Tahoe
CHEVROLET Trailblazer,1.2,3,CVT,2WD,Gasoline,small SUV,7,29,31,30,6,No,296,CHEVROLET,Trailblazer
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,small SUV,7,26,30,28,6,No,320,CHEVROLET,Trailblazer
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,small SUV,7,29,33,31,6,No,290,CHEVROLET,Trailblazer
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,standard SUV,6,18,27,21,4,No,417,CHEVROLET,Traverse
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,standard SUV,6,17,25,20,4,No,448,CHEVROLET,Traverse
CHRYSLER 300,6.4,8,Auto-8,2WD,Gasoline,large car,1,15,24,18,4,No,495,CHRYSLER,300
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,large car,3,16,25,19,4,No,466,CHRYSLER,300
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,large car,5,19,30,23,5,No,389,CHRYSLER,300
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,large car,5,18,27,21,4,No,415,CHRYSLER,300
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,minivan,7,19,28,22,5,No,401,CHRYSLER,Pacifica
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,minivan,7,17,25,20,4,No,450,CHRYSLER,Pacifica
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,minivan,7,29/87,30/77,30/82,10,Yes,119,CHRYSLER,Pacifica Hybrid
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,minivan,7,19,28,22,5,No,401,CHRYSLER,Voyager
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,midsize car,1,15,23,18,4,No,494,DODGE,Challenger
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,midsize car,1,15,24,18,4,No,495,DODGE,Challenger
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,midsize car,1,14,23,17,3,No,523,DODGE,Challenger
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,midsize car,3,16,25,19,4,No,466,DODGE,Challenger
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,midsize car,5,19,30,23,5,No,389,DODGE,Challenger
DODGE Challenger,3.6,6,Auto-8,4WD,Gasoline,midsize car,5,18,27,21,4,No,415,DODGE,Challenger
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,midsize car,1,13,22,16,3,No,546,DODGE,Challenger SRT
DODGE Challenger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,midsize car,1,13,21,15,2,No,572,DODGE,Challenger SRT Widebody
DODGE Challenger Widebody,6.4,8,Auto-8,2WD,Gasoline,midsize car,1,15,24,18,4,No,495,DODGE,Challenger Widebody
DODGE Challenger Widebody,6.4,8,Man-6,2WD,Gasoline,midsize car,1,14,23,17,3,No,523,DODGE,Challenger Widebody
DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,large car,1,15,24,18,4,No,495,DODGE,Charger
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,large car,3,16,25,19,4,No,466,DODGE,Charger
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,large car,5,19,30,23,5,No,389,DODGE,Charger
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,large car,5,18,27,21,4,No,415,DODGE,Charger
DODGE Charger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,large car,1,12,21,15,2,No,592,DODGE,Charger SRT Widebody
DODGE Charger Widebody,6.4,8,Auto-8,2WD,Gasoline,large car,1,15,24,18,4,No,495,DODGE,Charger Widebody
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,standard SUV,7,19,26,21,4,No,416,DODGE,Durango
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,standard SUV,7,18,25,21,4,No,430,DODGE,Durango
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,standard SUV,5,14,22,17,3,No,525,DODGE,Durango
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,standard SUV,5,14,22,17,3,No,533,DODGE,Durango
DODGE Durango  SRT,6.2,8,Auto-8,4WD,Gasoline,standard SUV,1,12,17,13,1,No,659,DODGE,Durango  SRT
DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1,13,19,15,2,No,584,DODGE,Durango  SRT
DODGE Hornet,2,4,Auto-9,4WD,Gasoline,small SUV,7,21,29,24,5,No,371,DODGE,Hornet
FERRARI 296 GTB,2.9,6,AMS-8,2WD,Gasoline/Electricity,small car,6,16/45,22/49,18/47,5,No,398,FERRARI,296 GTB
FERRARI 296 GTB Spider,2.9,6,AMS-8,2WD,Gasoline/Electricity,small car,6,15/48,21/48,18/48,5,No,404,FERRARI,296 GTB Spider
FERRARI 812 Competizione,6.5,12,AutoMan-7,2WD,Gasoline,small car,3,12,16,14,2,No,652,FERRARI,812 Competizione
FERRARI 812 Competizione A,6.5,12,AutoMan-7,2WD,Gasoline,small car,3,12,16,14,2,No,648,FERRARI,812 Competizione A
FERRARI 812 GTS,6.5,12,AutoMan-7,2WD,Gasoline,small car,3,12,15,13,1,No,665,FERRARI,812 GTS
FERRARI Daytona SP3,6.5,12,AutoMan-7,2WD,Gasoline,small car,3,12,16,13,1,No,660,FERRARI,Daytona SP3
FERRARI F8 Spider,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,18,16,3,No,552,FERRARI,F8 Spider
FERRARI F8 Tributo,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,19,16,3,No,541,FERRARI,F8 Tributo
FERRARI Portofino M,3.9,8,AutoMan-8,2WD,Gasoline,small car,6,16,23,19,4,No,471,FERRARI,Portofino M
FERRARI Roma,3.9,8,AutoMan-8,2WD,Gasoline,small car,6,17,22,19,4,No,472,FERRARI,Roma
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,small car,3,16/42,19/46,17/44,5,No,413,FERRARI,SF90 Spider
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,small car,3,16/51,20/51,18/51,5,No,403,FERRARI,SF90 Stradale
FIAT 500X,1.3,4,Auto-9,4WD,Gasoline,small SUV,6,24,30,26,5,No,356,FIAT,500X
FORD Bronco,2.7,6,SemiAuto-10,4WD,Gasoline,small SUV,6,19,21,20,4,No,454,FORD,Bronco
FORD Bronco,2.3,4,Man-7,4WD,Gasoline,small SUV,5,20,21,20,4,No,440,FORD,Bronco
FORD Bronco,2.3,4,SemiAuto-10,4WD,Gasoline,small SUV,5,20,21,20,4,No,439,FORD,Bronco
FORD Bronco Badlands,2.7,6,SemiAuto-10,4WD,Gasoline,small SUV,6,17,17,17,3,No,530,FORD,Bronco Badlands
FORD Bronco Badlands,2.3,4,Man-7,4WD,Gasoline,small SUV,5,16,17,17,3,No,523,FORD,Bronco Badlands
FORD Bronco Badlands,2.3,4,SemiAuto-10,4WD,Gasoline,small SUV,5,17,17,17,3,No,523,FORD,Bronco Badlands
FORD Bronco Black Diamond,2.7,6,SemiAuto-10,4WD,Gasoline,small SUV,6,18,18,18,4,No,494,FORD,Bronco Black Diamond
FORD Bronco Black Diamond,2.3,4,Man-7,4WD,Gasoline,small SUV,5,16,18,17,3,No,523,FORD,Bronco Black Diamond
FORD Bronco Black Diamond,2.3,4,SemiAuto-10,4WD,Gasoline,small SUV,5,18,18,18,4,No,494,FORD,Bronco Black Diamond
FORD Bronco Raptor,3,6,SemiAuto-10,4WD,Gasoline,standard SUV,6,15,16,15,2,No,577,FORD,Bronco Raptor
FORD Bronco Sasquatch,2.7,6,SemiAuto-10,4WD,Gasoline,small SUV,6,17,17,17,3,No,531,FORD,Bronco Sasquatch
FORD Bronco Sasquatch,2.3,4,Man-7,4WD,Gasoline,small SUV,5,16,18,17,3,No,523,FORD,Bronco Sasquatch
FORD Bronco Sasquatch,2.3,4,SemiAuto-10,4WD,Gasoline,small SUV,5,18,17,18,4,No,494,FORD,Bronco Sasquatch
FORD Bronco Sport,1.5,3,Auto-8,4WD,Gasoline,small SUV,7,25,28,26,5,No,342,FORD,Bronco Sport
FORD Bronco Sport,2,4,SemiAuto-8,4WD,Gasoline,small SUV,6,21,26,23,5,No,387,FORD,Bronco Sport
FORD Edge,2,4,Auto-8,4WD,Gasoline,small SUV,6,21,28,23,5,No,380,FORD,Edge
FORD Edge,2.7,6,SemiAuto-8,4WD,Gasoline,small SUV,5,19,25,21,4,No,421,FORD,Edge
FORD Escape,1.5,3,Auto-8,2WD,Gasoline,small SUV,7,27,34,30,6,No,299,FORD,Escape
FORD Escape,1.5,3,Auto-8,4WD,Gasoline,small SUV,7,26,32,28,6,No,317,FORD,Escape
FORD Escape,2,4,Auto-8,4WD,Gasoline,small SUV,7,23,31,26,5,No,340,FORD,Escape
FORD Escape HEV,2.5,4,CVT,2WD,Gasoline,small SUV,8,42,36,39,7,Yes,225,FORD,Escape HEV
FORD Escape HEV,2.5,4,CVT,4WD,Gasoline,small SUV,8,42,36,39,7,Yes,225,FORD,Escape HEV
FORD Escape PHEV,2.5,4,CVT,2WD,Gasoline/Electricity,small SUV,8,42/111,37/91,40/101,10,Yes,52,FORD,Escape PHEV
FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,standard SUV,6,16,23,19,4,No,468,FORD,Expedition
FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,standard SUV,6,17,23,19,4,No,462,FORD,Expedition
FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,6,16,21,18,4,No,494,FORD,Expedition
FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,6,16,22,18,4,No,484,FORD,Expedition
FORD Expedition Timberline,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,6,15,19,17,3,No,523,FORD,Expedition Timberline
FORD Expedition Timberline,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,6,16,19,17,3,No,523,FORD,Expedition Timberline
FORD Explorer,2.3,4,Auto-10,2WD,Gasoline,standard SUV,6,20,28,23,5,No,385,FORD,Explorer
FORD Explorer,2.3,4,Auto-10,2WD,Gasoline,standard SUV,6,21,28,24,5,No,370,FORD,Explorer
FORD Explorer,2.3,4,Auto-10,4WD,Gasoline,standard SUV,6,20,26,22,5,No,404,FORD,Explorer
FORD Explorer,2.3,4,Auto-10,4WD,Gasoline,standard SUV,6,20,27,23,5,No,387,FORD,Explorer
FORD Explorer,3,6,Auto-10,2WD,Gasoline,standard SUV,5,18,26,21,4,No,428,FORD,Explorer
FORD Explorer,3,6,Auto-10,4WD,Gasoline,standard SUV,5,17,24,20,4,No,451,FORD,Explorer
FORD Explorer,3,6,Auto-10,4WD,Gasoline,standard SUV,5,18,24,20,4,No,444,FORD,Explorer
FORD Explorer,3,6,SemiAuto-10,2WD,Gasoline,standard SUV,5,18,25,20,4,No,438,FORD,Explorer
FORD Explorer,3,6,SemiAuto-10,4WD,Gasoline,standard SUV,5,17,24,20,4,No,454,FORD,Explorer
FORD Explorer,3,6,SemiAuto-10,4WD,Gasoline,standard SUV,5,18,24,20,4,No,445,FORD,Explorer
FORD Explorer HEV,3.3,6,Auto-10,2WD,Gasoline,standard SUV,6,27,28,27,5,No,324,FORD,Explorer HEV
FORD Explorer HEV,3.3,6,Auto-10,4WD,Gasoline,standard SUV,6,23,26,25,5,No,361,FORD,Explorer HEV
FORD Explorer Platinum HEV,3.3,6,Auto-10,2WD,Gasoline,standard SUV,6,25,26,26,5,No,342,FORD,Explorer Platinum HEV
FORD Explorer Platinum HEV,3.3,6,Auto-10,4WD,Gasoline,standard SUV,6,23,24,23,5,No,379,FORD,Explorer Platinum HEV
FORD Explorer Timberline,2.3,4,SemiAuto-10,4WD,Gasoline,standard SUV,6,19,21,20,4,No,445,FORD,Explorer Timberline
FORD Explorer Timberline,2.3,4,SemiAuto-10,4WD,Gasoline,standard SUV,6,19,22,21,4,No,433,FORD,Explorer Timberline
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,6,18,25,21,4,No,431,FORD,F150
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,6,20,26,22,5,No,405,FORD,F150
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,6,17,23,20,4,No,451,FORD,F150
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,6,18,24,20,4,No,435,FORD,F150
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,6,18,24,21,4,No,432,FORD,F150
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,17,23,19,4,No,470,FORD,F150
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,18,23,20,4,No,451,FORD,F150
FORD F150 HEV,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,6,25,25,25,5,No,352,FORD,F150 HEV
FORD F150 HEV,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,23,23,23,5,No,381,FORD,F150 HEV
FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,14,18,15,2,No,593,FORD,F150 Raptor
FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,15,18,16,3,No,553,FORD,F150 Raptor
FORD F150 Raptor 37,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,14,16,15,2,No,596,FORD,F150 Raptor 37
FORD F150 Raptor 37,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,15,16,15,2,No,578,FORD,F150 Raptor 37
FORD F150 Raptor R,5.2,8,SemiAuto-10,4WD,Gasoline,pickup,3,10,15,12,1,No,741,FORD,F150 Raptor R
FORD F150 Tremor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,16,20,18,4,No,497,FORD,F150 Tremor
FORD F150 Tremor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,6,16,20,18,4,No,501,FORD,F150 Tremor
FORD Maverick,2,4,Auto-8,2WD,Gasoline,pickup,6,23,30,25,5,No,355,FORD,Maverick
FORD Maverick,2,4,Auto-8,4WD,Gasoline,pickup,6,22,28,24,5,No,370,FORD,Maverick
FORD Maverick HEV,2.5,4,CVT,2WD,Gasoline,pickup,7,40,33,37,7,Yes,240,FORD,Maverick HEV
FORD Maverick Tremor,2,4,Auto-8,4WD,Gasoline,pickup,6,20,24,21,4,No,414,FORD,Maverick Tremor
FORD Mustang,5,8,Man-6,2WD,Gasoline,small car,3,15,24,18,4,No,498,FORD,Mustang
FORD Mustang,5,8,SemiAuto-10,2WD,Gasoline,small car,3,15,24,19,4,No,480,FORD,Mustang
FORD Mustang,2.3,4,Auto-10,2WD,Gasoline,small car,5,22,32,25,5,No,350,FORD,Mustang
FORD Mustang,2.3,4,Man-6,2WD,Gasoline,small car,5,21,29,24,5,No,371,FORD,Mustang
FORD Mustang,2.3,4,SemiAuto-10,2WD,Gasoline,small car,5,21,31,24,5,No,363,FORD,Mustang
FORD Mustang Convertible,5,8,SemiAuto-10,2WD,Gasoline,small car,3,15,23,18,4,No,497,FORD,Mustang Convertible
FORD Mustang Convertible,2.3,4,Auto-10,2WD,Gasoline,small car,5,20,28,23,5,No,386,FORD,Mustang Convertible
FORD Mustang Convertible,2.3,4,Man-6,2WD,Gasoline,small car,5,20,27,23,5,No,387,FORD,Mustang Convertible
FORD Mustang Convertible,2.3,4,SemiAuto-10,2WD,Gasoline,small car,5,20,28,23,5,No,389,FORD,Mustang Convertible
FORD Mustang HO Convertible,2.3,4,Man-6,2WD,Gasoline,small car,5,19,25,21,4,No,423,FORD,Mustang HO Convertible
FORD Mustang HO Convertible,2.3,4,SemiAuto-10,2WD,Gasoline,small car,5,19,26,22,5,No,404,FORD,Mustang HO Convertible
FORD Mustang HO Coupe,2.3,4,Man-6,2WD,Gasoline,small car,5,20,27,22,5,No,396,FORD,Mustang HO Coupe
FORD Mustang HO Coupe,2.3,4,SemiAuto-10,2WD,Gasoline,small car,5,20,27,23,5,No,387,FORD,Mustang HO Coupe
FORD Mustang Mach 1,5,8,Man-6,2WD,Gasoline,small car,3,14,22,17,3,No,523,FORD,Mustang Mach 1
FORD Mustang Mach 1,5,8,SemiAuto-10,2WD,Gasoline,small car,3,15,23,18,4,No,493,FORD,Mustang Mach 1
FORD Ranger,2.3,4,SemiAuto-10,2WD,Gasoline,pickup,6,20,26,22,5,No,397,FORD,Ranger
FORD Ranger,2.3,4,SemiAuto-10,2WD,Gasoline,pickup,6,21,26,23,5,No,387,FORD,Ranger
FORD Ranger,2.3,4,SemiAuto-10,4WD,Gasoline,pickup,6,19,24,21,4,No,420,FORD,Ranger
FORD Ranger,2.3,4,SemiAuto-10,4WD,Gasoline,pickup,6,20,24,22,5,No,410,FORD,Ranger
FORD Ranger Tremor,2.3,4,SemiAuto-10,4WD,Gasoline,pickup,3,19,19,19,4,No,471,FORD,Ranger Tremor
FORD Transit Connect,2,4,SemiAuto-8,2WD,Gasoline,special purpose,6,24,26,25,5,No,355,FORD,Transit Connect
FORD Transit Connect,2,4,SemiAuto-8,2WD,Gasoline,special purpose,6,24,28,26,5,No,348,FORD,Transit Connect
GENESIS G70,2,4,SemiAuto-8,2WD,Gasoline,small car,3,21,31,25,5,No,361,GENESIS,G70
GENESIS G70,2,4,SemiAuto-8,4WD,Gasoline,small car,3,20,28,23,5,No,393,GENESIS,G70
GENESIS G70,3.3,6,SemiAuto-8,2WD,Gasoline,small car,3,18,27,21,4,No,433,GENESIS,G70
GENESIS G70,3.3,6,SemiAuto-8,4WD,Gasoline,small car,3,17,26,20,4,No,439,GENESIS,G70
GENESIS G80,2.5,4,SemiAuto-8,2WD,Gasoline,large car,5,22,32,26,5,No,346,GENESIS,G80
GENESIS G80,2.5,4,SemiAuto-8,4WD,Gasoline,large car,5,22,30,25,5,No,361,GENESIS,G80
GENESIS G80,3.5,6,SemiAuto-8,4WD,Gasoline,large car,5,16,25,19,4,No,465,GENESIS,G80
GENESIS G90,3.5,6,SemiAuto-8,4WD,Gasoline,large car,5,18,26,21,4,No,426,GENESIS,G90
GENESIS G90 MHEV,3.5,6,SemiAuto-8,4WD,Gasoline,large car,5,17,24,20,4,No,441,GENESIS,G90 MHEV
GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,5,19,26,22,5,No,408,GENESIS,GV70
GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,5,22,28,24,5,No,368,GENESIS,GV70
GENESIS GV70,3.5,6,SemiAuto-8,4WD,Gasoline,small SUV,5,19,24,21,4,No,431,GENESIS,GV70
GENESIS GV80,2.5,4,SemiAuto-8,4WD,Gasoline,standard SUV,5,20,24,22,5,No,404,GENESIS,GV80
GENESIS GV80,3.5,6,SemiAuto-8,4WD,Gasoline,standard SUV,5,18,23,20,4,No,448,GENESIS,GV80
GMC Acadia,2,4,Auto-9,2WD,Gasoline,standard SUV,7,22,29,25,5,No,365,GMC,Acadia
GMC Acadia,2,4,Auto-9,4WD,Gasoline,standard SUV,7,22,27,24,5,No,368,GMC,Acadia
GMC Acadia,3.6,6,Auto-9,2WD,Gasoline,standard SUV,6,19,27,22,5,No,404,GMC,Acadia
GMC Acadia,3.6,6,Auto-9,4WD,Gasoline,standard SUV,6,19,26,21,4,No,417,GMC,Acadia
GMC Sierra,3,6,Auto-10,2WD,Diesel,pickup,5,24,29,26,5,No,396,GMC,Sierra
GMC Sierra,3,6,Auto-10,4WD,Diesel,pickup,5,22,27,24,4,No,423,GMC,Sierra
GMC Sierra,2.7,4,Auto-8,2WD,Gasoline,pickup,7,19,21,20,4,No,453,GMC,Sierra
GMC Sierra,2.7,4,Auto-8,2WD,Gasoline,pickup,7,19,22,20,4,No,446,GMC,Sierra
GMC Sierra,2.7,4,Auto-8,4WD,Gasoline,pickup,7,18,20,19,4,No,467,GMC,Sierra
GMC Sierra,2.7,4,Auto-8,4WD,Gasoline,pickup,7,18,20,19,4,No,468,GMC,Sierra
