,Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,VehClass,Smog Rating,CityMPG,HwyMPG,CmbMPG,Greenhouse Gas Score,SmartWay,year,Cert Region,Air Pollution Score,CO2Emissions(g/m)
21,BMW i3 BEV,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GBMXV00.0I3B,COMPACT,10,137,111,124,10,Elite,2016,0,0,3.659742829
22,BMW i3 BEV,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GBMXV00.0I3B,COMPACT,10,137,111,124,10,Elite,2016,0,0,3.659742829
33,BYD e6,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GBYDV0000001,SUV,10,73,71,72,10,Elite,2016,0,0,2.340916584
96,CHEVROLET Spark EV,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GGMXV00.0001,COMPACT,10,128,109,119,10,Elite,2016,0,0,3.593801517
97,CHEVROLET Spark EV,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GGMXV00.0001,COMPACT,10,128,109,119,10,Elite,2016,0,0,3.593801517
123,FIAT 500e,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GCRXV00.05PR,COMPACT,10,121,103,112,10,Elite,2016,0,0,3.39597758
124,FIAT 500e,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GCRXV00.05PR,COMPACT,10,121,103,112,10,Elite,2016,0,0,3.39597758
149,FORD Focus Electric,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GFMXV00.0VAE,COMPACT,10,110,99,105,10,Elite,2016,0,0,3.264094955
150,FORD Focus Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GFMXV00.0VAE,COMPACT,10,110,99,105,10,Elite,2016,0,0,3.264094955
232,HYUNDAI Tuscon Fuel Cell,0,0,Auto-1,2WD,Hydrogen,FA,B1,Federal Tier 2 Bin 1,GHYXV00.01YW,SUV,10,49,51,50,10,Elite,2016,0,0,1.681503462
233,HYUNDAI Tuscon Fuel Cell,0,0,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,GHYXV00.01YW,SUV,10,49,51,50,10,Elite,2016,0,0,1.681503462
261,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GKMXV00.04VW,VAN,10,120,92,105,10,Elite,2016,0,0,3.033300363
262,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GKMXV00.04VW,VAN,10,120,92,105,10,Elite,2016,0,0,3.033300363
314,MERCEDES-BENZ B250e,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GMBXV00.0ED2,MID-SIZE,10,85,82,84,10,Elite,2016,0,0,2.703593802
315,MERCEDES-BENZ B250e,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GMBXV00.0ED2,MID-SIZE,10,85,82,84,10,Elite,2016,0,0,2.703593802
351,MITSUBISHI i-MiEV,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GMTXV00.0EAT,COMPACT,10,126,99,112,10,Elite,2016,0,0,3.264094955
352,MITSUBISHI i-MiEV,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GMTXV00.0EAT,COMPACT,10,126,99,112,10,Elite,2016,0,0,3.264094955
358,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GNSXV0000LLA,MID-SIZE,10,126,101,114,10,Elite,2016,0,0,3.330036268
359,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GNSXV0000LLA,MID-SIZE,10,126,101,114,10,Elite,2016,0,0,3.330036268
360,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GNSXV0000LLB,MID-SIZE,10,124,101,112,10,Elite,2016,0,0,3.330036268
361,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GNSXV0000LLB,MID-SIZE,10,124,101,112,10,Elite,2016,0,0,3.330036268
388,SMART ForTwo Cabriolet,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GMBXV00.0ED1,COMPACT,10,122,93,107,10,Elite,2016,0,0,3.066271019
389,SMART ForTwo Cabriolet,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GMBXV00.0ED1,COMPACT,10,122,93,107,10,Elite,2016,0,0,3.066271019
394,SMART ForTwo Coupe,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GMBXV00.0ED1,COMPACT,10,122,93,107,10,Elite,2016,0,0,3.066271019
395,SMART ForTwo Coupe,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GMBXV00.0ED1,COMPACT,10,122,93,107,10,Elite,2016,0,0,3.066271019
414,TESLA Model S,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L1S,FULL-SIZE,10,88,90,89,10,Elite,2016,0,0,2.96735905
415,TESLA Model S,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L1S,FULL-SIZE,10,97,100,98,10,Elite,2016,0,0,3.297065612
416,TESLA Model S,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L1S,FULL-SIZE,10,98,101,99,10,Elite,2016,0,0,3.330036268
417,TESLA Model S,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L1S,FULL-SIZE,10,88,90,89,10,Elite,2016,0,0,2.96735905
418,TESLA Model S,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L1S,FULL-SIZE,10,97,100,98,10,Elite,2016,0,0,3.297065612
419,TESLA Model S,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L1S,FULL-SIZE,10,98,101,99,10,Elite,2016,0,0,3.330036268
420,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,101,102,101,10,Elite,2016,0,0,3.363006924
421,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,101,107,103,10,Elite,2016,0,0,3.527860204
422,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,101,107,104,10,Elite,2016,0,0,3.527860204
423,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,102,105,103,10,Elite,2016,0,0,3.461918892
424,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,89,98,93,10,Elite,2016,0,0,3.231124299
425,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,91,100,95,10,Elite,2016,0,0,3.297065612
426,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,92,105,98,10,Elite,2016,0,0,3.461918892
427,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2S,FULL-SIZE,10,95,106,100,10,Elite,2016,0,0,3.494889548
428,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,101,102,101,10,Elite,2016,0,0,3.363006924
429,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,101,107,103,10,Elite,2016,0,0,3.527860204
430,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,101,107,104,10,Elite,2016,0,0,3.527860204
431,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,102,105,103,10,Elite,2016,0,0,3.461918892
432,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,89,98,93,10,Elite,2016,0,0,3.231124299
433,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,91,100,95,10,Elite,2016,0,0,3.297065612
434,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,92,105,98,10,Elite,2016,0,0,3.461918892
435,TESLA Model S AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2S,FULL-SIZE,10,95,106,100,10,Elite,2016,0,0,3.494889548
436,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2X,SUV,10,81,92,86,10,Elite,2016,0,0,3.033300363
437,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2X,SUV,10,89,90,89,10,Elite,2016,0,0,2.96735905
438,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2X,SUV,10,90,94,92,10,Elite,2016,0,0,3.099241675
439,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2X,SUV,10,91,94,93,10,Elite,2016,0,0,3.099241675
440,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GTSLV00.0L2X,SUV,10,91,95,93,10,Elite,2016,0,0,3.132212331
441,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2X,SUV,10,81,92,86,10,Elite,2016,0,0,3.033300363
442,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2X,SUV,10,89,90,89,10,Elite,2016,0,0,2.96735905
443,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2X,SUV,10,90,94,92,10,Elite,2016,0,0,3.099241675
444,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2X,SUV,10,91,94,93,10,Elite,2016,0,0,3.099241675
445,TESLA Model X AWD,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,GTSLV00.0L2X,SUV,10,91,95,93,10,Elite,2016,0,0,3.132212331
468,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,FA,B1,Federal Tier 2 Bin 1,GTYXV00.0DA7,COMPACT,10,67,67,67,10,Elite,2016,0,0,2.20903396
469,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,CA,ZEV,California ZEV,GTYXV00.0DA7,COMPACT,10,67,67,67,10,Elite,2016,0,0,2.20903396
516,VOLKSWAGEN e-Golf,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,GVGAV00.0VZZ,COMPACT,10,126,105,116,10,Elite,2016,0,0,3.461918892
22,BMW i3 BEV,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HBMXV00.0I3B,COMPACT,10,129,106,118,10,Elite,2017,0,0,3.494889548
23,BMW i3 BEV,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HBMXV00.0I3B,COMPACT,10,129,106,118,10,Elite,2017,0,0,3.494889548
24,BMW i3 BEV (60Ah),0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HBMXV00.0I3B,COMPACT,10,137,111,124,10,Elite,2017,0,0,3.659742829
25,BMW i3 BEV (60Ah),0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HBMXV00.0I3B,COMPACT,10,137,111,124,10,Elite,2017,0,0,3.659742829
32,BYD e6,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,HBYDV0000001,SUV,10,73,71,72,10,Elite,2017,0,0,2.340916584
35,CHEVROLET Bolt,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HGMXV00.0002,VAN,10,128,110,119,10,Elite,2017,0,0,3.626772173
36,CHEVROLET Bolt,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HGMXV00.0002,VAN,10,128,110,119,10,Elite,2017,0,0,3.626772173
91,FIAT 500e,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HCRXV00.05PR,COMPACT,10,121,103,112,10,Elite,2017,0,0,3.39597758
92,FIAT 500e,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HCRXV00.05PR,COMPACT,10,121,103,112,10,Elite,2017,0,0,3.39597758
113,FORD Focus Electric,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HFMXV00.0VAF,COMPACT,10,118,96,107,10,Elite,2017,0,0,3.165182987
114,FORD Focus Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HFMXV00.0VAF,COMPACT,10,118,96,107,10,Elite,2017,0,0,3.165182987
175,HONDA Clarity,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HHNXV00.08E9,MID-SIZE,10,126,103,114,10,Elite,2017,0,0,3.39597758
176,HONDA Clarity,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HHNXV00.08E9,MID-SIZE,10,126,103,114,10,Elite,2017,0,0,3.39597758
177,HONDA Clarity,0,0,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,HHNXV00.0AET,MID-SIZE,10,69,67,68,10,Elite,2017,0,0,2.20903396
178,HONDA Clarity,0,0,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,HHNXV00.0AET,MID-SIZE,10,69,67,68,10,Elite,2017,0,0,2.20903396
215,HYUNDAI Ioniq Electric,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HHYXV00.0151,MID-SIZE,10,150,122,136,10,Elite,2017,0,0,4.022420046
216,HYUNDAI Ioniq Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HHYXV00.0151,MID-SIZE,10,150,122,136,10,Elite,2017,0,0,4.022420046
229,HYUNDAI Tuscon Fuel Cell,0,0,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,HHYXV00.0131,SUV,10,49,51,50,10,Elite,2017,0,0,1.681503462
230,HYUNDAI Tuscon Fuel Cell,0,0,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,HHYXV00.0131,SUV,10,49,51,50,10,Elite,2017,0,0,1.681503462
275,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HKMXV00.0411,VAN,10,120,92,105,10,Elite,2017,0,0,3.033300363
276,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HKMXV00.0411,VAN,10,120,92,105,10,Elite,2017,0,0,3.033300363
323,MERCEDES-BENZ B250e,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HMBXV00.0ED2,MID-SIZE,10,85,82,84,10,Elite,2017,0,0,2.703593802
324,MERCEDES-BENZ B250e,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HMBXV00.0ED2,MID-SIZE,10,85,82,84,10,Elite,2017,0,0,2.703593802
353,MITSUBISHI i-MiEV,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HMTXV00.0E1T,COMPACT,10,121,102,112,10,Elite,2017,0,0,3.363006924
354,MITSUBISHI i-MiEV,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HMTXV00.0E1T,COMPACT,10,121,102,112,10,Elite,2017,0,0,3.363006924
363,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HNSXV0000LLB,MID-SIZE,10,124,101,112,10,Elite,2017,0,0,3.330036268
364,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HNSXV0000LLB,MID-SIZE,10,124,101,112,10,Elite,2017,0,0,3.330036268
393,SMART ForTwo Elec. Drive (coupe),0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HMBXV00.0ED1,COMPACT,10,124,94,108,10,Elite,2017,0,0,3.099241675
394,SMART ForTwo Elec. Drive (coupe),0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HMBXV00.0ED1,COMPACT,10,124,94,108,10,Elite,2017,0,0,3.099241675
409,TESLA Model 3 Long Range,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L13,MID-SIZE,10,131,120,126,10,Elite,2017,0,0,3.956478734
410,TESLA Model 3 Long Range,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L13,MID-SIZE,10,131,120,126,10,Elite,2017,0,0,3.956478734
411,TESLA Model S 100D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2S,FULL-SIZE,10,101,102,102,10,Elite,2017,0,0,3.363006924
412,TESLA Model S 100D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2S,FULL-SIZE,10,101,102,102,10,Elite,2017,0,0,3.363006924
413,TESLA Model S 60D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2S,FULL-SIZE,10,101,107,104,10,Elite,2017,0,0,3.527860204
414,TESLA Model S 60D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2S,FULL-SIZE,10,101,107,104,10,Elite,2017,0,0,3.527860204
415,TESLA Model S 60kWh,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L1S,FULL-SIZE,10,98,101,99,10,Elite,2017,0,0,3.330036268
416,TESLA Model S 60kWh,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L1S,FULL-SIZE,10,98,101,99,10,Elite,2017,0,0,3.330036268
417,TESLA Model S 75D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2S,FULL-SIZE,10,102,105,103,10,Elite,2017,0,0,3.461918892
418,TESLA Model S 75D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2S,FULL-SIZE,10,102,105,103,10,Elite,2017,0,0,3.461918892
419,TESLA Model S 75kWh,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L1S,FULL-SIZE,10,97,100,98,10,Elite,2017,0,0,3.297065612
420,TESLA Model S 75kWh,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L1S,FULL-SIZE,10,97,100,98,10,Elite,2017,0,0,3.297065612
421,TESLA Model S 90D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2S,FULL-SIZE,10,102,107,104,10,Elite,2017,0,0,3.527860204
422,TESLA Model S 90D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2S,FULL-SIZE,10,102,107,104,10,Elite,2017,0,0,3.527860204
423,TESLA Model S P100D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2S,FULL-SIZE,10,92,105,98,10,Elite,2017,0,0,3.461918892
424,TESLA Model S P100D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2S,FULL-SIZE,10,92,105,98,10,Elite,2017,0,0,3.461918892
425,TESLA Model S P90D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2S,FULL-SIZE,10,92,100,95,10,Elite,2017,0,0,3.297065612
426,TESLA Model S P90D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2S,FULL-SIZE,10,92,100,95,10,Elite,2017,0,0,3.297065612
427,TESLA Model X 60D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2X,SUV,10,91,94,93,10,Elite,2017,0,0,3.099241675
428,TESLA Model X 60D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2X,SUV,10,91,94,93,10,Elite,2017,0,0,3.099241675
429,TESLA Model X 75D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2X,SUV,10,91,95,93,10,Elite,2017,0,0,3.132212331
430,TESLA Model X 75D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2X,SUV,10,91,95,93,10,Elite,2017,0,0,3.132212331
431,TESLA Model X 90D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2X,SUV,10,90,94,92,10,Elite,2017,0,0,3.099241675
432,TESLA Model X 90D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2X,SUV,10,90,94,92,10,Elite,2017,0,0,3.099241675
433,TESLA Model X P100D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2X,SUV,10,81,92,86,10,Elite,2017,0,0,3.033300363
434,TESLA Model X P100D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2X,SUV,10,81,92,86,10,Elite,2017,0,0,3.033300363
435,TESLA Model X P90D,0,0,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HTSLV00.0L2X,SUV,10,89,90,89,10,Elite,2017,0,0,2.96735905
436,TESLA Model X P90D,0,0,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,HTSLV00.0L2X,SUV,10,89,90,89,10,Elite,2017,0,0,2.96735905
459,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,HTYXV00.0DA7,COMPACT,10,67,67,67,10,Elite,2017,0,0,2.20903396
460,TOYOTA Mirai,0,0,CVT,2WD,Hydrogen,CA,ZEV,California ZEV,HTYXV00.0DA7,COMPACT,10,67,67,67,10,Elite,2017,0,0,2.20903396
495,VOLKSWAGEN e-Golf,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HVGAV00.0VZZ,COMPACT,10,126,111,119,10,Elite,2017,0,0,3.659742829
18,BMW i3 (94Ah),0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JBMXV00.0I3B,COMPACT,10,129,106,118,10,Elite,2018,0,0,3.494889548
19,BMW i3 (94Ah),0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JBMXV00.0I3B,COMPACT,10,129,106,118,10,Elite,2018,0,0,3.494889548
22,BMW i3s (94Ah),0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JBMXV00.0I3B,COMPACT,10,126,99,112,10,Elite,2018,0,0,3.264094955
23,BMW i3s (94Ah),0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JBMXV00.0I3B,COMPACT,10,126,99,112,10,Elite,2018,0,0,3.264094955
26,BYD e6,0,0,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,JBYDV0000001,SUV,10,73,71,72,10,Elite,2018,0,0,2.340916584
29,CHEVROLET Bolt EV,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JGMXV00.0002,VAN,10,128,110,119,10,Elite,2018,0,0,3.626772173
30,CHEVROLET Bolt EV,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JGMXV00.0002,VAN,10,128,110,119,10,Elite,2018,0,0,3.626772173
85,FIAT 500e,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JCRXV00.05PR,COMPACT,10,121,103,112,10,Elite,2018,0,0,3.39597758
86,FIAT 500e,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JCRXV00.05PR,COMPACT,10,121,103,112,10,Elite,2018,0,0,3.39597758
99,FORD Focus Electric,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JFMXV00.0VAF,COMPACT,10,118,96,107,10,Elite,2018,0,0,3.165182987
100,FORD Focus Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JFMXV00.0VAF,COMPACT,10,118,96,107,10,Elite,2018,0,0,3.165182987
155,HONDA Clarity,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JHNXV00.0BE9,MID-SIZE,10,126,103,114,10,Elite,2018,0,0,3.39597758
156,HONDA Clarity,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JHNXV00.0BE9,MID-SIZE,10,126,103,114,10,Elite,2018,0,0,3.39597758
157,HONDA Clarity,0,0,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,JHNXV00.0AE9,MID-SIZE,10,69,67,68,10,Elite,2018,0,0,2.20903396
158,HONDA Clarity,0,0,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,JHNXV00.0AE9,MID-SIZE,10,69,67,68,10,Elite,2018,0,0,2.20903396
188,HYUNDAI Ioniq Electric,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JHYXV00.0151,MID-SIZE,10,150,122,136,10,Elite,2018,0,0,4.022420046
189,HYUNDAI Ioniq Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JHYXV00.0151,MID-SIZE,10,150,122,136,10,Elite,2018,0,0,4.022420046
228,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JKMXV00.0411,VAN,10,124,93,108,10,Elite,2018,0,0,3.066271019
229,KIA Soul Electric,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JKMXV00.0411,VAN,10,124,93,108,10,Elite,2018,0,0,3.066271019
294,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JNSXV0000TLA,MID-SIZE,10,125,100,112,10,Elite,2018,0,0,3.297065612
295,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JNSXV0000TLA,MID-SIZE,10,125,100,112,10,Elite,2018,0,0,3.297065612
324,SMART ForTwo ed,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JMBXV00.0ED1,COMPACT,10,124,94,108,10,Elite,2018,0,0,3.099241675
325,SMART ForTwo ed,0,0,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JMBXV00.0ED1,COMPACT,10,124,94,108,10,Elite,2018,0,0,3.099241675
326,SMART ForTwo ed,0,0,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JMBXV00.0ED2,COMPACT,10,112,91,102,10,Elite,2018,0,0,3.000329707
