Type,Fuel Consumption Comb (mpg),CO2 Emissions(g/m),Car Technology
SUV,30,347.61744,TV
SUV,23,313.8213,TV
SUV,32,325.08668,TV
SUV,29,362.1015,TV
SUV,22,473.14596,TV
SUV,22,473.14596,TV
SUV,21,495.67672,TV
SUV,21,495.67672,TV
FULL-SIZE,26,395.89764,TV
MID-SIZE,37,281.6345,TV
MID-SIZE,36,292.89988,TV
MID-SIZE,34,307.38394,TV
MID-SIZE,33,315.43064,TV
FULL-SIZE,29,358.88282,TV
FULL-SIZE,29,362.1015,TV
FULL-SIZE,33,315.43064,TV
FULL-SIZE,34,310.60262,TV
COMPACT,30,347.61744,TV
COMPACT,29,355.66414,TV
COMPACT,33,318.64932,TV
COMPACT,32,325.08668,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,21,492.45804,TV
MID-SIZE,29,366.92952,TV
MID-SIZE,32,321.868,TV
MID-SIZE,45,233.3543,TV
MID-SIZE,44,236.57298,TV
COMPACT,37,284.85318,TV
COMPACT,37,284.85318,TV
COMPACT,37,281.6345,TV
SUV,30,344.39876,TV
SUV,30,344.39876,TV
VAN,24,429.69378,TV
VAN,25,421.64708,TV
VAN,23,463.48992,TV
SUV,27,384.63226,TV
SUV,25,410.3817,TV
SUV,26,403.94434,TV
SUV,24,436.13114,TV
SUV,32,329.9147,TV
SUV,31,333.13338,TV
SUV,31,333.13338,TV
SUV,32,325.08668,TV
SUV,28,370.1482,TV
SUV,25,418.4284,TV
SUV,25,418.4284,TV
SUV,26,395.89764,TV
TWO-SEATER,16,663.04808,TV
TWO-SEATER,14,729.03102,TV
TWO-SEATER,19,537.51956,TV
TWO-SEATER,15,680.75082,TV
SUV,24,440.95916,TV
SUV,20,529.47286,TV
SUV,23,455.44322,TV
SUV,19,558.44098,TV
SUV,13,550.39428,TV
SUV,19,558.44098,TV
SUV,13,550.39428,TV
SUV,29,358.88282,TV
SUV,29,358.88282,TV
SUV,23,458.6619,TV
SUV,19,543.95692,TV
SUV,14,532.69154,TV
COMPACT,50,210.82354,TV
MID-SIZE,48,218.87024,TV
MID-SIZE,29,355.66414,TV
MID-SIZE,27,392.67896,TV
MID-SIZE,26,407.16302,TV
MID-SIZE,38,276.80648,TV
SUV,20,514.9888,TV
COMPACT,29,355.66414,TV
COMPACT,27,384.63226,TV
COMPACT,29,355.66414,TV
COMPACT,27,392.67896,TV
COMPACT,26,407.16302,TV
COMPACT,27,392.67896,TV
MID-SIZE,23,455.44322,TV
MID-SIZE,22,477.97398,TV
MID-SIZE,22,477.97398,TV
MID-SIZE,25,424.86576,TV
SUV,17,614.76788,TV
SUV,29,355.66414,TV
SUV,29,366.92952,TV
SUV,38,273.5878,TV
COMPACT,27,392.67896,TV
COMPACT,26,407.16302,TV
COMPACT,22,466.7086,TV
SUV,24,432.91246,TV
SUV,25,410.3817,TV
SUV,34,304.16526,TV
SUV,26,403.94434,TV
SUV,25,415.20972,TV
FULL-SIZE,24,440.95916,TV
FULL-SIZE,25,415.20972,TV
SUV,22,473.14596,TV
SPECIAL PURPOSE VEHICLE,28,373.36688,TV
SPECIAL PURPOSE VEHICLE,23,452.22454,TV
SUV,23,447.39652,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,25,418.4284,TV
MID-SIZE,49,214.04222,TV
SUV,20,526.25418,TV
SUV,20,532.69154,TV
MID-SIZE,22,469.92728,TV
MID-SIZE,22,473.14596,TV
COMPACT,19,558.44098,TV
COMPACT,19,563.269,TV
FULL-SIZE,19,537.51956,TV
FULL-SIZE,22,481.19266,TV
SUV,34,304.16526,TV
SUV,35,296.11856,TV
SUV,33,318.64932,TV
SUV,33,315.43064,TV
SUV,31,333.13338,TV
SUV,23,455.44322,TV
SUV,22,469.92728,TV
COMPACT,41,255.88506,TV
COMPACT,40,259.10374,TV
COMPACT,38,273.5878,TV
COMPACT,39,267.15044,TV
COMPACT,35,296.11856,TV
MID-SIZE,40,259.10374,TV
MID-SIZE,40,262.32242,TV
MID-SIZE,37,284.85318,TV
MID-SIZE,39,267.15044,TV
MID-SIZE,35,299.33724,TV
VAN,29,355.66414,TV
VAN,29,362.1015,TV
MID-SIZE,37,281.6345,TV
MID-SIZE,35,299.33724,TV
MID-SIZE,39,270.36912,TV
TWO-SEATER,28,373.36688,TV
TWO-SEATER,29,355.66414,TV
TWO-SEATER,29,366.92952,TV
SUV,35,296.11856,TV
SUV,32,329.9147,TV
COMPACT,30,347.61744,TV
COMPACT,31,333.13338,TV
COMPACT,27,392.67896,TV
COMPACT,27,389.46028,TV
COMPACT,29,366.92952,TV
COMPACT,18,569.70636,TV
COMPACT,35,299.33724,TV
COMPACT,32,325.08668,TV
COMPACT,31,336.35206,TV
COMPACT,27,389.46028,TV
COMPACT,23,463.48992,TV
COMPACT,22,484.41134,TV
MID-SIZE,38,321.868,TV
MID-SIZE,28,378.1949,TV
MID-SIZE,27,384.63226,TV
SUV,26,399.11632,TV
COMPACT,28,370.1482,TV
COMPACT,28,378.1949,TV
MID-SIZE,25,421.64708,TV
COMPACT,24,432.91246,TV
COMPACT,25,421.64708,TV
MID-SIZE,21,492.45804,TV
SUV,21,492.45804,TV
SUV,16,674.31346,TV
SUV,15,685.57884,TV
SUV,24,521.42616,TV
SUV,20,518.20748,TV
SUV,18,577.75306,TV
SUV,17,603.5024999999999,TV
SUV,32,321.868,TV
SUV,30,347.61744,TV
SUV,33,370.1482,TV
SUV,25,415.20972,TV
SUV,27,447.39652,TV
SUV,24,444.17784,TV
SUV,20,526.25418,TV
SUV,18,577.75306,TV
MID-SIZE,26,399.11632,TV
COMPACT,23,455.44322,TV
FULL-SIZE,23,463.48992,TV
MID-SIZE,23,452.22454,TV
FULL-SIZE,19,552.00362,TV
FULL-SIZE,21,489.23936,TV
COMPACT,21,489.23936,TV
FULL-SIZE,18,574.5343799999999,TV
COMPACT,19,555.2223,TV
TWO-SEATER,24,440.95916,TV
TWO-SEATER,23,458.6619,TV
TWO-SEATER,20,526.25418,TV
TWO-SEATER,31,333.13338,TV
TWO-SEATER,31,333.13338,TV
TWO-SEATER,29,362.1015,TV
TWO-SEATER,27,392.67896,TV
TWO-SEATER,18,577.75306,TV
TWO-SEATER,18,577.75306,TV
COMPACT,38,276.80648,TV
COMPACT,40,262.32242,TV
COMPACT,38,276.80648,TV
COMPACT,39,267.15044,TV
COMPACT,37,284.85318,TV
COMPACT,38,276.80648,TV
COMPACT,32,321.868,TV
COMPACT,38,276.80648,TV
TWO-SEATER,37,281.6345,TV
TWO-SEATER,39,270.36912,TV
COMPACT,32,321.868,TV
COMPACT,38,276.80648,TV
TWO-SEATER,37,284.85318,TV
TWO-SEATER,38,276.80648,TV
COMPACT,34,304.16526,TV
COMPACT,33,318.64932,TV
COMPACT,34,304.16526,TV
COMPACT,33,318.64932,TV
COMPACT,35,299.33724,TV
COMPACT,35,299.33724,TV
COMPACT,31,333.13338,TV
COMPACT,32,321.868,TV
TWO-SEATER,35,299.33724,TV
TWO-SEATER,35,299.33724,TV
COMPACT,31,333.13338,TV
COMPACT,32,321.868,TV
TWO-SEATER,35,299.33724,TV
TWO-SEATER,35,299.33724,TV
COMPACT,34,310.60262,TV
COMPACT,31,341.18008,TV
COMPACT,35,299.33724,TV
COMPACT,35,299.33724,TV
COMPACT,31,333.13338,TV
COMPACT,32,321.868,TV
TWO-SEATER,35,299.33724,TV
TWO-SEATER,35,299.33724,TV
COMPACT,31,333.13338,TV
COMPACT,32,321.868,TV
TWO-SEATER,35,299.33724,TV
TWO-SEATER,35,299.33724,TV
COMPACT,34,304.16526,TV
COMPACT,34,310.60262,TV
COMPACT,30,352.44546,TV
COMPACT,23,463.48992,TV
COMPACT,23,455.44322,TV
COMPACT,24,429.69378,TV
SUV,33,318.64932,TV
SUV,33,318.64932,TV
COMPACT,48,218.87024,TV
COMPACT,44,236.57298,TV
SUV,33,318.64932,TV
SUV,31,336.35206,TV
SUV,28,373.36688,TV
SUV,34,310.60262,TV
SUV,32,325.08668,TV
SUV,32,325.08668,TV
SUV,29,355.66414,TV
TWO-SEATER,25,410.3817,TV
TWO-SEATER,25,424.86576,TV
TWO-SEATER,25,424.86576,TV
TWO-SEATER,24,436.13114,TV
MID-SIZE,37,281.6345,TV
MID-SIZE,31,333.13338,TV
SUV,17,614.76788,TV
TRUCK,23,455.44322,TV
TRUCK,25,418.4284,TV
TRUCK,22,469.92728,TV
TRUCK,21,506.9421,TV
TRUCK,21,492.45804,TV
COMPACT,22,466.7086,TV
SUV,36,292.89988,TV
SUV,37,284.85318,TV
SUV,34,304.16526,TV
SUV,34,307.38394,TV
SUV,32,325.08668,TV
COMPACT,36,288.07186,TV
COMPACT,37,284.85318,TV
SUV,29,362.1015,TV
SUV,29,366.92952,TV
SPECIAL PURPOSE VEHICLE,30,347.61744,TV
SUV,27,384.63226,TV
SUV,26,395.89764,TV
SUV,26,407.16302,TV
SUV,32,325.08668,TV
VAN,27,389.46028,TV
SUV,34,307.38394,TV
SUV,33,315.43064,TV
TRUCK,18,595.4558,TV
TRUCK,16,637.29864,TV
MID-SIZE,39,267.15044,TV
MID-SIZE,36,292.89988,TV
COMPACT,42,251.05704,TV
COMPACT,37,284.85318,TV
SUV,20,526.25418,TV
SUV,20,532.69154,TV
COMPACT,28,373.36688,TV
COMPACT,27,392.67896,TV
COMPACT,28,373.36688,TV
COMPACT,26,395.89764,TV
COMPACT,28,378.1949,TV
COMPACT,26,395.89764,TV
COMPACT,27,389.46028,TV
COMPACT,26,403.94434,TV
COMPACT,25,410.3817,TV
COMPACT,25,418.4284,TV
COMPACT,25,421.64708,TV
COMPACT,24,429.69378,TV
COMPACT,26,395.89764,TV
COMPACT,26,407.16302,TV
COMPACT,26,407.16302,TV
COMPACT,25,415.20972,TV
COMPACT,26,407.16302,TV
COMPACT,25,415.20972,TV
COMPACT,25,410.3817,TV
COMPACT,24,429.69378,TV
COMPACT,27,389.46028,TV
COMPACT,26,395.89764,TV
COMPACT,27,392.67896,TV
COMPACT,26,403.94434,TV
TWO-SEATER,20,518.20748,TV
COMPACT,26,399.11632,TV
COMPACT,25,410.3817,TV
COMPACT,25,415.20972,TV
COMPACT,25,421.64708,TV
COMPACT,24,440.95916,TV
COMPACT,24,440.95916,TV
COMPACT,24,440.95916,TV
COMPACT,24,440.95916,TV
TWO-SEATER,31,341.18008,TV
TWO-SEATER,29,366.92952,TV
TWO-SEATER,30,350.83612,TV
TWO-SEATER,26,395.89764,TV
TWO-SEATER,29,362.1015,TV
TWO-SEATER,27,384.63226,TV
SUV,28,445.78718,TV
SUV,23,460.27124,TV
SUV,20,526.25418,TV
TWO-SEATER,31,341.18008,TV
TWO-SEATER,29,366.92952,TV
TWO-SEATER,30,350.83612,TV
TWO-SEATER,26,395.89764,TV
TWO-SEATER,29,362.1015,TV
TWO-SEATER,27,384.63226,TV
SUV,23,452.22454,TV
SUV,23,455.44322,TV
FULL-SIZE,26,403.94434,TV
FULL-SIZE,25,410.3817,TV
FULL-SIZE,25,421.64708,TV
FULL-SIZE,25,424.86576,TV
FULL-SIZE,22,469.92728,TV
FULL-SIZE,25,421.64708,TV
FULL-SIZE,22,473.14596,TV
FULL-SIZE,22,477.97398,TV
FULL-SIZE,22,473.14596,TV
FULL-SIZE,22,477.97398,TV
TRUCK,24,440.95916,TV
TRUCK,24,440.95916,TV
TRUCK,17,432.91246,TV
TRUCK,25,418.4284,TV
TRUCK,19,547.1756,TV
TRUCK,21,503.72342,TV
TRUCK,28,439.34982,TV
TRUCK,29,426.4751,TV
TRUCK,22,466.7086,TV
TRUCK,22,466.7086,TV
TRUCK,16,458.6619,TV
TRUCK,18,569.70636,TV
TRUCK,20,521.42616,TV
TRUCK,27,460.27124,TV
VAN,25,421.64708,TV
VAN,18,408.77236,TV
SPECIAL PURPOSE VEHICLE,29,362.1015,TV
FULL-SIZE,18,595.4558,TV
FULL-SIZE,18,595.4558,TV
FULL-SIZE,16,637.29864,TV
FULL-SIZE,16,637.29864,TV
COMPACT,16,637.29864,TV
COMPACT,16,637.29864,TV
MID-SIZE,18,577.75306,TV
COMPACT,34,310.60262,TV
COMPACT,29,355.66414,TV
COMPACT,44,236.57298,TV
COMPACT,31,333.13338,TV
COMPACT,31,333.13338,TV
SUV,29,362.1015,TV
SUV,29,362.1015,TV
TWO-SEATER,43,241.401,TV
TWO-SEATER,43,241.401,TV
COMPACT,34,310.60262,TV
COMPACT,29,355.66414,TV
SUV,30,347.61744,TV
SUV,32,321.868,TV
SUV,29,355.66414,TV
COMPACT,37,281.6345,TV
COMPACT,34,310.60262,TV
SUV,37,281.6345,TV
SUV,34,310.60262,TV
MID-SIZE,36,292.89988,TV
MID-SIZE,30,347.61744,TV
MID-SIZE,28,378.1949,TV
SUV,34,307.38394,TV
SUV,29,358.88282,TV
SUV,27,389.46028,TV
COMPACT,25,410.3817,TV
COMPACT,29,362.1015,TV
COMPACT,23,452.22454,TV
SUV,35,299.33724,TV
SUV,31,336.35206,TV
SUV,38,278.41582,TV
SUV,22,473.14596,TV
SUV,22,473.14596,TV
MID-SIZE,29,355.66414,TV
MID-SIZE,34,310.60262,TV
MID-SIZE,30,350.83612,TV
MID-SIZE,50,210.82354,TV
MID-SIZE,48,218.87024,TV
MID-SIZE,37,281.6345,TV
MID-SIZE,40,262.32242,TV
MID-SIZE,39,270.36912,TV
MID-SIZE,38,273.5878,TV
MID-SIZE,42,251.05704,TV
MID-SIZE,41,255.88506,TV
SUV,26,395.89764,TV
SUV,25,410.3817,TV
SUV,24,429.69378,TV
SUV,33,315.43064,TV
SUV,34,310.60262,TV
MID-SIZE,60,173.80872,TV
COMPACT,59,177.0274,TV
SUV,50,207.60486,TV
SUV,32,329.9147,TV
SUV,30,350.83612,TV
SUV,32,329.9147,TV
SUV,29,355.66414,TV
SUV,17,614.76788,TV
VAN,25,421.64708,TV
VAN,23,463.48992,TV
TRUCK,25,415.20972,TV
TRUCK,27,389.46028,TV
TRUCK,22,484.41134,TV
TRUCK,23,455.44322,TV
TRUCK,23,455.44322,TV
TRUCK,21,495.67672,TV
TRUCK,20,518.20748,TV
TRUCK,20,529.47286,TV
TRUCK,19,563.269,TV
TRUCK,19,558.44098,TV
TRUCK,17,614.76788,TV
SUV,27,384.63226,TV
SUV,26,403.94434,TV
SUV,27,389.46028,TV
SUV,25,418.4284,TV
COMPACT,39,270.36912,TV
COMPACT,40,262.32242,TV
COMPACT,33,315.43064,TV
COMPACT,32,321.868,TV
COMPACT,31,336.35206,TV
COMPACT,31,341.18008,TV
COMPACT,41,294.50921999999997,TV
COMPACT,41,296.11856,TV
COMPACT,32,321.868,TV
COMPACT,30,347.61744,TV
COMPACT,31,341.18008,TV
COMPACT,30,344.39876,TV
COMPACT,29,355.66414,TV
COMPACT,24,436.13114,TV
COMPACT,30,352.44546,TV
COMPACT,35,299.33724,TV
COMPACT,35,296.11856,TV
COMPACT,43,284.85318,TV
COMPACT,43,286.46252,TV
COMPACT,33,315.43064,TV
COMPACT,34,307.38394,TV
SUV,34,310.60262,TV
SUV,34,304.16526,TV
SUV,42,289.6812,TV
SUV,42,288.07186,TV
COMPACT,36,292.89988,TV
COMPACT,35,296.11856,TV
COMPACT,32,329.9147,TV
COMPACT,34,310.60262,TV
COMPACT,43,281.6345,TV
COMPACT,43,283.24384,TV
COMPACT,32,325.08668,TV
COMPACT,32,329.9147,TV
COMPACT,53,196.33948,TV
MID-SIZE,34,307.38394,TV
MID-SIZE,34,310.60262,TV
MID-SIZE,41,297.7279,TV
MID-SIZE,42,292.89988,TV
MID-SIZE,27,384.63226,TV
SUV,27,389.46028,TV
SUV,25,415.20972,TV
SUV,26,395.89764,TV
SUV,23,469.92728,TV
SUV,28,445.78718,TV
COMPACT,26,407.16302,TV
COMPACT,34,310.60262,TV
COMPACT,28,373.36688,TV
COMPACT,32,329.9147,TV
COMPACT,25,415.20972,TV
MID-SIZE,34,310.60262,TV
MID-SIZE,25,415.20972,TV
SUV,32,325.08668,TV
SUV,27,381.41358,TV
SUV,26,407.16302,TV
SUV,34,310.60262,TV
SUV,28,373.36688,TV
SUV,25,415.20972,TV
SUV,25,424.86576,TV
SUV,32,325.08668,TV
SUV,25,421.64708,TV
SUV,30,347.61744,TV
SUV,24,440.95916,TV
SUV,25,418.4284,TV
SUV,32,325.08668,TV
SUV,24,440.95916,TV
COMPACT,35,304.16526,TV
SUV,25,408.77236,TV
SUV,26,403.94434,TV
SUV,26,400.72566,TV
MID-SIZE,28,378.1949,TV
MID-SIZE,37,289.6812,TV
COMPACT,34,315.43064,TV
COMPACT,29,363.71084,TV
TWO-SEATER,34,317.03998,TV
COMPACT,18,587.4091,TV
COMPACT,20,534.30088,TV
COMPACT,19,556.83164,TV
TWO-SEATER,19,552.00362,TV
TWO-SEATER,18,582.58108,TV
TWO-SEATER,19,552.00362,TV
TWO-SEATER,18,582.58108,TV
TWO-SEATER,19,552.00362,TV
TWO-SEATER,18,582.58108,TV
TWO-SEATER,17,627.6426,TV
COMPACT,32,328.30536,TV
COMPACT,33,323.47734,TV
COMPACT,32,334.74272,TV
COMPACT,32,341.18008,TV
COMPACT,29,360.49216,TV
COMPACT,31,344.39876,TV
SUV,29,373.36688,TV
COMPACT,29,360.49216,TV
COMPACT,31,344.39876,TV
COMPACT,29,370.1482,TV
MID-SIZE,31,339.57074,TV
MID-SIZE,29,373.36688,TV
MID-SIZE,36,342.78942,TV
MID-SIZE,29,373.36688,TV
MID-SIZE,36,342.78942,TV
MID-SIZE,27,397.50698,TV
MID-SIZE,26,400.72566,TV
MID-SIZE,34,360.49216,TV
FULL-SIZE,26,410.3817,TV
FULL-SIZE,19,553.61296,TV
COMPACT,27,389.46028,TV
COMPACT,27,386.2416,TV
SUV,27,392.67896,TV
SUV,25,429.69378,TV
SUV,31,392.67896,TV
SUV,32,336.35206,TV
MID-SIZE,21,503.72342,TV
COMPACT,31,339.57074,TV
COMPACT,26,413.60038,TV
COMPACT,24,439.34982,TV
COMPACT,26,413.60038,TV
COMPACT,24,439.34982,TV
COMPACT,25,428.08444,TV
MID-SIZE,25,423.25642,TV
MID-SIZE,25,426.4751,TV
MID-SIZE,22,482.802,TV
SUV,23,458.6619,TV
COMPACT,31,336.35206,TV
TWO-SEATER,31,336.35206,TV
COMPACT,30,357.27348,TV
COMPACT,22,494.06738,TV
COMPACT,18,579.3624,TV
COMPACT,20,542.34758,TV
COMPACT,18,603.5024999999999,TV
MID-SIZE,20,537.51956,TV
MID-SIZE,17,624.42392,TV
MID-SIZE,16,656.61072,TV
COMPACT,34,317.03998,TV
COMPACT,31,339.57074,TV
COMPACT,32,333.13338,TV
COMPACT,32,336.35206,TV
COMPACT,34,317.03998,TV
COMPACT,31,339.57074,TV
COMPACT,32,333.13338,TV
COMPACT,42,294.50921999999997,TV
SUV,42,294.50921999999997,TV
COMPACT,32,336.35206,TV
FULL-SIZE,32,336.35206,TV
SUV,32,336.35206,TV
FULL-SIZE,28,383.02292,TV
COMPACT,30,349.22678,TV
COMPACT,29,371.75754,TV
COMPACT,30,347.61744,TV
COMPACT,27,387.85094,TV
COMPACT,32,339.57074,TV
COMPACT,34,317.03998,TV
COMPACT,31,339.57074,TV
COMPACT,32,339.57074,TV
COMPACT,31,337.9614,TV
COMPACT,30,355.66414,TV
COMPACT,32,336.35206,TV
COMPACT,32,336.35206,TV
COMPACT,29,373.36688,TV
COMPACT,29,373.36688,TV
COMPACT,27,395.89764,TV
COMPACT,28,383.02292,TV
COMPACT,28,383.02292,TV
COMPACT,27,397.50698,TV
COMPACT,28,383.02292,TV
MID-SIZE,32,336.35206,TV
MID-SIZE,36,341.18008,TV
MID-SIZE,28,383.02292,TV
FULL-SIZE,25,423.25642,TV
MID-SIZE,23,463.48992,TV
FULL-SIZE,23,455.44322,TV
COMPACT,28,383.02292,TV
COMPACT,28,383.02292,TV
COMPACT,23,455.44322,TV
COMPACT,23,463.48992,TV
COMPACT,23,455.44322,TV
FULL-SIZE,23,455.44322,TV
FULL-SIZE,23,455.44322,TV
MID-SIZE,30,352.44546,TV
COMPACT,23,455.44322,TV
COMPACT,27,392.67896,TV
COMPACT,25,418.4284,TV
COMPACT,29,373.36688,TV
COMPACT,27,394.2883,TV
COMPACT,29,373.36688,TV
COMPACT,27,395.89764,TV
COMPACT,28,383.02292,TV
COMPACT,28,383.02292,TV
COMPACT,23,457.05255999999997,TV
COMPACT,24,436.13114,TV
COMPACT,23,453.83388,TV
COMPACT,24,447.39652,TV
COMPACT,23,457.05255999999997,TV
COMPACT,24,436.13114,TV
MID-SIZE,19,553.61296,TV
MID-SIZE,21,516.59814,TV
COMPACT,19,553.61296,TV
COMPACT,21,516.59814,TV
COMPACT,19,553.61296,TV
COMPACT,21,516.59814,TV
COMPACT,19,553.61296,TV
COMPACT,21,516.59814,TV
SUV,31,346.0081,TV
SUV,36,339.57074,TV
SUV,29,371.75754,TV
SUV,26,413.60038,TV
SUV,25,424.86576,TV
SUV,28,383.02292,TV
SUV,26,413.60038,TV
SUV,19,552.00362,TV
SUV,32,374.97622,TV
SUV,25,432.91246,TV
SUV,20,518.20748,TV
SUV,19,552.00362,TV
SUV,25,432.91246,TV
SUV,20,518.20748,TV
TWO-SEATER,31,341.18008,TV
TWO-SEATER,31,339.57074,TV
TWO-SEATER,23,453.83388,TV
TWO-SEATER,23,453.83388,TV
SUV,21,506.9421,TV
SUV,21,519.81682,TV
SUV,33,320.25866,TV
SUV,31,346.0081,TV
SUV,36,292.89988,TV
SUV,34,308.99328,TV
SUV,27,399.11632,TV
MID-SIZE,25,431.30312,TV
MID-SIZE,18,418.4284,TV
MID-SIZE,34,310.60262,TV
MID-SIZE,24,440.95916,TV
MID-SIZE,18,423.25642,TV
MID-SIZE,29,371.75754,TV
MID-SIZE,29,370.1482,TV
MID-SIZE,34,310.60262,TV
MID-SIZE,26,405.55368,TV
COMPACT,29,371.75754,TV
COMPACT,29,370.1482,TV
COMPACT,29,360.49216,TV
COMPACT,31,346.0081,TV
COMPACT,27,386.2416,TV
COMPACT,31,344.39876,TV
COMPACT,29,374.97622,TV
COMPACT,30,355.66414,TV
COMPACT,27,397.50698,TV
COMPACT,23,471.53661999999997,TV
COMPACT,23,465.09926,TV
FULL-SIZE,30,357.27348,TV
FULL-SIZE,25,423.25642,TV
FULL-SIZE,26,413.60038,TV
MID-SIZE,30,355.66414,TV
MID-SIZE,29,374.97622,TV
MID-SIZE,29,368.53886,TV
MID-SIZE,27,397.50698,TV
MID-SIZE,23,471.53661999999997,TV
MID-SIZE,20,534.30088,TV
SUV,20,523.0355,TV
SUV,23,461.88058,TV
SUV,22,482.802,TV
FULL-SIZE,25,423.25642,TV
FULL-SIZE,24,439.34982,TV
FULL-SIZE,22,486.02067999999997,TV
COMPACT,30,350.83612,TV
COMPACT,29,368.53886,TV
COMPACT,27,399.11632,TV
COMPACT,25,420.03774,TV
COMPACT,24,437.74048,TV
COMPACT,23,457.05255999999997,TV
SPECIAL PURPOSE VEHICLE,30,354.0548,TV
TRUCK,27,397.50698,TV
TRUCK,26,407.16302,TV
TRUCK,30,405.55368,TV
TRUCK,25,426.4751,TV
TRUCK,25,426.4751,TV
TRUCK,27,445.78718,TV
TRUCK,24,449.00586,TV
TWO-SEATER,24,442.5685,TV
TWO-SEATER,25,423.25642,TV
TWO-SEATER,20,539.1289,TV
TWO-SEATER,21,503.72342,TV
COMPACT,42,255.88506,TV
COMPACT,40,268.75978,TV
COMPACT,41,257.4944,TV
MID-SIZE,36,296.11856,TV
MID-SIZE,36,292.89988,TV
MID-SIZE,32,333.13338,TV
MID-SIZE,35,305.7746,TV
MID-SIZE,37,291.29054,TV
MID-SIZE,40,268.75978,TV
SUV,31,344.39876,TV
SUV,23,458.6619,TV
SUV,31,344.39876,TV
SUV,21,355.66414,TV
SUV,28,378.1949,TV
SUV,22,482.802,TV
SUV,28,378.1949,TV
SUV,20,379.80424,TV
VAN,15,709.71894,TV
VAN,14,748.3431,TV
FULL-SIZE,31,346.0081,TV
FULL-SIZE,27,399.11632,TV
FULL-SIZE,19,384.63226,TV
MID-SIZE,24,437.74048,TV
MID-SIZE,22,342.78942,TV
MID-SIZE,37,288.07186,TV
MID-SIZE,31,339.57074,TV
MID-SIZE,33,325.08668,TV
MID-SIZE,55,196.33948,TV
TRUCK,22,479.58332,TV
TRUCK,20,527.86352,TV
TRUCK,24,450.6152,TV
TRUCK,17,457.05255999999997,TV
TRUCK,22,479.58332,TV
TRUCK,16,460.27124,TV
TRUCK,22,494.06738,TV
TRUCK,20,534.30088,TV
TRUCK,22,476.36464,TV
TRUCK,16,484.41134,TV
TRUCK,22,492.45804,TV
TRUCK,16,474.7553,TV
TRUCK,22,489.23936,TV
COMPACT,35,302.55592,TV
COMPACT,38,281.6345,TV
COMPACT,34,313.8213,TV
COMPACT,35,300.94658,TV
COMPACT,34,313.8213,TV
COMPACT,35,304.16526,TV
SUV,35,302.55592,TV
SUV,38,281.6345,TV
SUV,34,313.8213,TV
SUV,35,300.94658,TV
SUV,34,313.8213,TV
SUV,35,304.16526,TV
COMPACT,42,252.66638,TV
COMPACT,41,260.71308,TV
SUV,22,489.23936,TV
SUV,22,489.23936,TV
SUV,16,463.48992,TV
SUV,21,502.11408,TV
SUV,21,502.11408,TV
SUV,15,510.16078,TV
SUV,22,489.23936,TV
SUV,22,489.23936,TV
SUV,16,463.48992,TV
SUV,21,498.8954,TV
SUV,21,498.8954,TV
SUV,16,482.802,TV
SUV,21,506.9421,TV
SUV,21,519.81682,TV
SUV,34,310.60262,TV
SUV,35,305.7746,TV
SUV,32,329.9147,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,25,299.33724,TV
MID-SIZE,28,384.63226,TV
MID-SIZE,21,362.1015,TV
MID-SIZE,26,402.335,TV
MID-SIZE,20,373.36688,TV
FULL-SIZE,27,386.2416,TV
FULL-SIZE,27,386.2416,TV
FULL-SIZE,20,368.53886,TV
FULL-SIZE,23,465.09926,TV
FULL-SIZE,26,413.60038,TV
FULL-SIZE,26,413.60038,TV
FULL-SIZE,19,391.06962,TV
VAN,24,453.83388,TV
VAN,17,449.00586,TV
MID-SIZE,27,389.46028,TV
MID-SIZE,22,494.06738,TV
MID-SIZE,20,524.64484,TV
MID-SIZE,23,465.09926,TV
MID-SIZE,22,486.02067999999997,TV
MID-SIZE,20,524.64484,TV
MID-SIZE,22,486.02067999999997,TV
MID-SIZE,19,545.5662599999999,TV
MID-SIZE,19,568.09702,TV
FULL-SIZE,25,436.13114,TV
FULL-SIZE,27,386.2416,TV
FULL-SIZE,25,436.13114,TV
FULL-SIZE,18,424.86576,TV
FULL-SIZE,27,386.2416,TV
FULL-SIZE,20,368.53886,TV
FULL-SIZE,22,486.02067999999997,TV
FULL-SIZE,23,465.09926,TV
FULL-SIZE,22,486.02067999999997,TV
FULL-SIZE,26,413.60038,TV
FULL-SIZE,26,413.60038,TV
FULL-SIZE,19,391.06962,TV
FULL-SIZE,21,503.72342,TV
FULL-SIZE,22,486.02067999999997,TV
FULL-SIZE,19,545.5662599999999,TV
MID-SIZE,35,304.16526,TV
MID-SIZE,33,325.08668,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,33,323.47734,TV
MID-SIZE,25,300.94658,TV
MID-SIZE,31,346.0081,TV
MID-SIZE,32,333.13338,TV
MID-SIZE,39,275.19714,TV
MID-SIZE,39,275.19714,TV
SUV,25,426.4751,TV
SUV,20,529.47286,TV
VAN,24,444.17784,TV
VAN,17,432.91246,TV
SUV,25,418.4284,TV
SUV,23,455.44322,TV
SUV,17,434.5218,TV
SUV,23,469.92728,TV
TWO-SEATER,18,585.79976,TV
COMPACT,36,294.50921999999997,TV
COMPACT,39,270.36912,TV
COMPACT,36,294.50921999999997,TV
