Type,Fuel Consumption Comb (mpg),CO2 Emissions(g/m),Car Technology
COMPACT,27,395.89764,TV
COMPACT,29,366.92952,TV
MID-SIZE,31,342.78942,TV
MID-SIZE,29,366.92952,TV
COMPACT,27,400.72566,TV
COMPACT,27,400.72566,TV
COMPACT,23,469.92728,TV
COMPACT,24,439.34982,TV
COMPACT,23,469.92728,TV
FULL-SIZE,28,383.02292,TV
FULL-SIZE,24,439.34982,TV
FULL-SIZE,23,469.92728,TV
COMPACT,23,469.92728,TV
FULL-SIZE,23,469.92728,TV
COMPACT,27,394.2883,TV
COMPACT,25,429.69378,TV
COMPACT,29,360.49216,TV
COMPACT,27,389.46028,TV
COMPACT,29,360.49216,TV
COMPACT,26,402.335,TV
COMPACT,29,366.92952,TV
COMPACT,29,366.92952,TV
COMPACT,23,457.05255999999997,TV
COMPACT,24,439.34982,TV
COMPACT,23,455.44322,TV
COMPACT,24,439.34982,TV
COMPACT,23,457.05255999999997,TV
COMPACT,24,439.34982,TV
COMPACT,19,552.00362,TV
COMPACT,20,521.42616,TV
COMPACT,19,552.00362,TV
COMPACT,20,521.42616,TV
COMPACT,19,552.00362,TV
COMPACT,20,521.42616,TV
FULL-SIZE,19,571.3157,TV
SUV,31,342.78942,TV
SUV,35,339.57074,TV
SUV,28,374.97622,TV
SUV,25,418.4284,TV
SUV,25,418.4284,TV
SUV,27,386.2416,TV
SUV,19,548.78494,TV
SUV,30,400.72566,TV
SUV,25,434.5218,TV
SUV,21,514.9888,TV
SUV,19,548.78494,TV
SUV,25,434.5218,TV
SUV,21,514.9888,TV
SUV,21,506.9421,TV
SUV,21,518.20748,TV
SUV,34,312.21196,TV
SUV,36,297.7279,TV
SUV,32,334.74272,TV
SUV,34,315.43064,TV
SUV,27,399.11632,TV
SUV,29,373.36688,TV
MID-SIZE,30,360.49216,TV
MID-SIZE,28,378.1949,TV
MID-SIZE,29,374.97622,TV
MID-SIZE,26,402.335,TV
COMPACT,29,363.71084,TV
COMPACT,30,349.22678,TV
COMPACT,28,379.80424,TV
COMPACT,31,347.61744,TV
COMPACT,28,376.58556,TV
COMPACT,30,357.27348,TV
COMPACT,27,399.11632,TV
COMPACT,24,449.00586,TV
COMPACT,22,474.7553,TV
FULL-SIZE,30,358.88282,TV
FULL-SIZE,25,423.25642,TV
FULL-SIZE,26,416.81906,TV
MID-SIZE,30,358.88282,TV
MID-SIZE,28,376.58556,TV
MID-SIZE,29,368.53886,TV
MID-SIZE,27,399.11632,TV
MID-SIZE,22,481.19266,TV
MID-SIZE,20,529.47286,TV
SUV,20,532.69154,TV
SUV,27,394.2883,TV
SUV,25,418.4284,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,24,437.74048,TV
FULL-SIZE,22,481.19266,TV
COMPACT,30,357.27348,TV
COMPACT,28,379.80424,TV
COMPACT,27,400.72566,TV
COMPACT,24,440.95916,TV
COMPACT,24,439.34982,TV
COMPACT,23,457.05255999999997,TV
COMPACT,18,590.62778,TV
COMPACT,19,561.65966,TV
SPECIAL PURPOSE VEHICLE,30,354.0548,TV
TRUCK,26,405.55368,TV
TRUCK,26,408.77236,TV
TRUCK,30,410.3817,TV
TRUCK,24,440.95916,TV
TRUCK,25,423.25642,TV
TRUCK,27,450.6152,TV
TRUCK,23,460.27124,TV
TRUCK,24,506.9421,TV
TRUCK,20,532.69154,TV
TWO-SEATER,23,466.7086,TV
TWO-SEATER,24,447.39652,TV
TWO-SEATER,20,540.73824,TV
TWO-SEATER,21,502.11408,TV
COMPACT,40,265.5411,TV
COMPACT,39,273.5878,TV
COMPACT,39,271.97846,TV
COMPACT,44,276.80648,TV
COMPACT,45,271.97846,TV
COMPACT,39,276.80648,TV
COMPACT,38,278.41582,TV
COMPACT,38,283.24384,TV
SUV,30,355.66414,TV
SUV,30,355.66414,TV
SUV,21,358.88282,TV
SUV,23,458.6619,TV
SUV,28,381.41358,TV
SUV,28,381.41358,TV
SUV,20,376.58556,TV
SUV,22,489.23936,TV
VAN,15,704.89092,TV
VAN,15,716.1563,TV
FULL-SIZE,30,360.49216,TV
FULL-SIZE,27,400.72566,TV
FULL-SIZE,19,386.2416,TV
MID-SIZE,36,292.89988,TV
MID-SIZE,31,341.18008,TV
MID-SIZE,55,194.73014,TV
TRUCK,22,477.97398,TV
TRUCK,22,497.28606,TV
TRUCK,20,521.42616,TV
TRUCK,24,449.00586,TV
TRUCK,17,457.05255999999997,TV
TRUCK,22,479.58332,TV
TRUCK,17,457.05255999999997,TV
TRUCK,22,494.06738,TV
TRUCK,20,526.25418,TV
TRUCK,20,531.0822,TV
TRUCK,23,473.14596,TV
TRUCK,16,473.14596,TV
TRUCK,22,494.06738,TV
TRUCK,16,506.9421,TV
TRUCK,22,487.63002,TV
COMPACT,36,296.11856,TV
COMPACT,38,280.02515999999997,TV
COMPACT,34,317.03998,TV
COMPACT,34,312.21196,TV
SUV,36,296.11856,TV
SUV,38,280.02515999999997,TV
SUV,34,317.03998,TV
SUV,34,312.21196,TV
COMPACT,40,268.75978,TV
COMPACT,39,270.36912,TV
SUV,22,490.8487,TV
SUV,22,490.8487,TV
SUV,17,457.05255999999997,TV
SUV,21,502.11408,TV
SUV,21,502.11408,TV
SUV,15,510.16078,TV
SUV,22,490.8487,TV
SUV,22,490.8487,TV
SUV,17,457.05255999999997,TV
SUV,21,498.8954,TV
SUV,21,498.8954,TV
SUV,16,481.19266,TV
SUV,21,506.9421,TV
SUV,21,518.20748,TV
SUV,34,312.21196,TV
SUV,34,312.21196,TV
SUV,32,334.74272,TV
MID-SIZE,33,323.47734,TV
MID-SIZE,24,308.99328,TV
MID-SIZE,28,387.85094,TV
MID-SIZE,20,370.1482,TV
MID-SIZE,26,405.55368,TV
MID-SIZE,20,381.41358,TV
FULL-SIZE,27,389.46028,TV
FULL-SIZE,23,465.09926,TV
FULL-SIZE,26,415.20972,TV
FULL-SIZE,26,415.20972,TV
FULL-SIZE,19,399.11632,TV
VAN,26,413.60038,TV
VAN,27,400.72566,TV
MID-SIZE,27,389.46028,TV
MID-SIZE,22,494.06738,TV
MID-SIZE,20,523.0355,TV
MID-SIZE,23,465.09926,TV
MID-SIZE,22,486.02067999999997,TV
MID-SIZE,26,415.20972,TV
MID-SIZE,20,523.0355,TV
MID-SIZE,22,486.02067999999997,TV
MID-SIZE,19,545.5662599999999,TV
MID-SIZE,19,566.48768,TV
FULL-SIZE,24,436.13114,TV
FULL-SIZE,27,389.46028,TV
FULL-SIZE,22,486.02067999999997,TV
FULL-SIZE,23,465.09926,TV
FULL-SIZE,22,486.02067999999997,TV
FULL-SIZE,26,415.20972,TV
FULL-SIZE,26,415.20972,TV
FULL-SIZE,19,399.11632,TV
FULL-SIZE,21,502.11408,TV
FULL-SIZE,22,486.02067999999997,TV
FULL-SIZE,19,545.5662599999999,TV
SUV,25,426.4751,TV
SUV,20,527.86352,TV
VAN,24,444.17784,TV
VAN,17,440.95916,TV
SUV,25,420.03774,TV
SUV,23,457.05255999999997,TV
SUV,17,440.95916,TV
SUV,23,469.92728,TV
TWO-SEATER,17,622.81458,TV
TWO-SEATER,35,300.94658,TV
TWO-SEATER,36,297.7279,TV
COMPACT,35,299.33724,TV
COMPACT,39,275.19714,TV
COMPACT,35,299.33724,TV
COMPACT,40,262.32242,TV
COMPACT,32,325.08668,TV
COMPACT,36,299.33724,TV
COMPACT,32,325.08668,TV
COMPACT,36,299.33724,TV
SUV,30,355.66414,TV
SUV,34,317.03998,TV
SUV,30,352.44546,TV
SUV,29,363.71084,TV
FULL-SIZE,48,222.08892,TV
SUV,29,374.97622,TV
SUV,29,370.1482,TV
SUV,25,434.5218,TV
SUV,27,392.67896,TV
SUV,24,452.22454,TV
SUV,23,457.05255999999997,TV
SUV,31,344.39876,TV
SUV,30,357.27348,TV
SUV,29,368.53886,TV
SUV,21,352.44546,TV
SUV,29,363.71084,TV
SUV,28,384.63226,TV
SUV,20,535.91022,TV
SUV,20,542.34758,TV
SUV,26,408.77236,TV
SUV,24,452.22454,TV
SUV,18,424.86576,TV
SUV,25,428.08444,TV
SUV,22,490.8487,TV
SUV,22,476.36464,TV
SUV,16,457.05255999999997,TV
TRUCK,26,411.99104,TV
TRUCK,25,423.25642,TV
TRUCK,24,437.74048,TV
TRUCK,25,424.86576,TV
TRUCK,24,440.95916,TV
TRUCK,23,466.7086,TV
TRUCK,24,437.74048,TV
TRUCK,18,415.20972,TV
TRUCK,21,498.8954,TV
TRUCK,16,468.31794,TV
TRUCK,19,547.1756,TV
TRUCK,16,468.31794,TV
TRUCK,24,444.17784,TV
TRUCK,23,471.53661999999997,TV
TRUCK,23,463.48992,TV
TRUCK,23,457.05255999999997,TV
TRUCK,23,463.48992,TV
TRUCK,22,479.58332,TV
TRUCK,23,471.53661999999997,TV
TRUCK,17,452.22454,TV
TRUCK,20,519.81682,TV
TRUCK,15,490.8487,TV
TRUCK,20,531.0822,TV
TRUCK,15,492.45804,TV
TRUCK,19,558.44098,TV
TRUCK,14,524.64484,TV
TRUCK,19,545.5662599999999,TV
COMPACT,37,286.46252,TV
COMPACT,36,292.89988,TV
COMPACT,42,254.27572,TV
COMPACT,34,308.99328,TV
SUV,22,479.58332,TV
SUV,22,487.63002,TV
SUV,21,516.59814,TV
COMPACT,38,283.24384,TV
COMPACT,40,263.93176,TV
COMPACT,36,297.7279,TV
COMPACT,27,284.85318,TV
COMPACT,35,304.16526,TV
COMPACT,26,292.89988,TV
COMPACT,34,313.8213,TV
COMPACT,25,302.55592,TV
MID-SIZE,26,411.99104,TV
MID-SIZE,30,352.44546,TV
MID-SIZE,32,328.30536,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,29,360.49216,TV
MID-SIZE,28,383.02292,TV
MID-SIZE,25,434.5218,TV
MID-SIZE,50,210.82354,TV
TWO-SEATER,16,653.39204,TV
COMPACT,29,363.71084,TV
COMPACT,28,384.63226,TV
COMPACT,29,370.1482,TV
COMPACT,29,370.1482,TV
COMPACT,25,416.81906,TV
COMPACT,25,436.13114,TV
COMPACT,22,487.63002,TV
COMPACT,22,494.06738,TV
COMPACT,20,521.42616,TV
COMPACT,28,384.63226,TV
COMPACT,28,381.41358,TV
COMPACT,21,497.28606,TV
COMPACT,20,521.42616,TV
COMPACT,19,548.78494,TV
VAN,19,553.61296,TV
VAN,19,569.70636,TV
VAN,14,552.00362,TV
FULL-SIZE,28,383.02292,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,19,400.72566,TV
FULL-SIZE,23,471.53661999999997,TV
FULL-SIZE,23,468.31794,TV
FULL-SIZE,17,436.13114,TV
SPECIAL PURPOSE VEHICLE,27,392.67896,TV
SPECIAL PURPOSE VEHICLE,20,376.58556,TV
SPECIAL PURPOSE VEHICLE,26,407.16302,TV
SPECIAL PURPOSE VEHICLE,19,389.46028,TV
FULL-SIZE,23,460.27124,TV
FULL-SIZE,20,534.30088,TV
FULL-SIZE,24,449.00586,TV
FULL-SIZE,22,492.45804,TV
SUV,28,384.63226,TV
SUV,25,426.4751,TV
SUV,27,391.06962,TV
SUV,24,436.13114,TV
TRUCK,26,405.55368,TV
TRUCK,26,408.77236,TV
TRUCK,30,410.3817,TV
TRUCK,24,440.95916,TV
TRUCK,25,423.25642,TV
TRUCK,27,450.6152,TV
TRUCK,23,460.27124,TV
VAN,15,704.89092,TV
VAN,15,716.1563,TV
TRUCK,22,477.97398,TV
TRUCK,22,497.28606,TV
TRUCK,20,519.81682,TV
TRUCK,24,449.00586,TV
TRUCK,17,457.05255999999997,TV
TRUCK,22,479.58332,TV
TRUCK,17,457.05255999999997,TV
TRUCK,22,494.06738,TV
TRUCK,20,526.25418,TV
TRUCK,20,531.0822,TV
TRUCK,23,473.14596,TV
TRUCK,16,473.14596,TV
TRUCK,22,494.06738,TV
TRUCK,16,510.16078,TV
TRUCK,22,487.63002,TV
SUV,30,355.66414,TV
SUV,30,355.66414,TV
SUV,21,358.88282,TV
SUV,23,458.6619,TV
SUV,28,381.41358,TV
SUV,22,489.23936,TV
SUV,22,490.8487,TV
SUV,22,490.8487,TV
SUV,17,457.05255999999997,TV
SUV,21,498.8954,TV
SUV,21,498.8954,TV
SUV,16,481.19266,TV
SUV,20,531.0822,TV
SUV,22,490.8487,TV
SUV,22,490.8487,TV
SUV,17,457.05255999999997,TV
SUV,21,502.11408,TV
SUV,21,502.11408,TV
SUV,15,510.16078,TV
SUV,20,535.91022,TV
MID-SIZE,34,305.7746,TV
MID-SIZE,31,337.9614,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,26,408.77236,TV
MID-SIZE,36,289.6812,TV
MID-SIZE,30,358.88282,TV
MID-SIZE,56,183.46476,TV
COMPACT,42,254.27572,TV
COMPACT,42,255.88506,TV
COMPACT,40,262.32242,TV
COMPACT,38,278.41582,TV
MID-SIZE,43,246.22902,TV
MID-SIZE,40,262.32242,TV
MID-SIZE,38,276.80648,TV
FULL-SIZE,41,260.71308,TV
FULL-SIZE,39,273.5878,TV
FULL-SIZE,39,273.5878,TV
FULL-SIZE,39,268.75978,TV
FULL-SIZE,39,268.75978,TV
SUV,36,291.29054,TV
SUV,35,302.55592,TV
SUV,43,247.83836,TV
SUV,40,263.93176,TV
SUV,38,280.02515999999997,TV
SUV,37,289.6812,TV
SUV,37,289.6812,TV
SUV,34,313.8213,TV
SUV,34,312.21196,TV
SUV,34,312.21196,TV
VAN,26,403.94434,TV
SUV,26,408.77236,TV
SUV,25,428.08444,TV
SUV,26,411.99104,TV
TRUCK,25,424.86576,TV
COMPACT,36,292.89988,TV
COMPACT,36,296.11856,TV
MID-SIZE,38,280.02515999999997,TV
MID-SIZE,35,300.94658,TV
MID-SIZE,32,331.52404,TV
MID-SIZE,32,328.30536,TV
FULL-SIZE,64,165.76202,TV
FULL-SIZE,69,154.49664,TV
SUV,25,426.4751,TV
SUV,25,432.91246,TV
SUV,28,378.1949,TV
SUV,25,424.86576,TV
SUV,26,407.16302,TV
SUV,23,474.7553,TV
FULL-SIZE,31,347.61744,TV
FULL-SIZE,34,312.21196,TV
FULL-SIZE,32,333.13338,TV
MID-SIZE,47,230.13562,TV
MID-SIZE,50,220.47958,TV
SUV,30,355.66414,TV
SUV,31,342.78942,TV
SUV,28,387.85094,TV
COMPACT,37,289.6812,TV
COMPACT,35,302.55592,TV
COMPACT,34,310.60262,TV
COMPACT,34,321.868,TV
MID-SIZE,29,363.71084,TV
MID-SIZE,26,411.99104,TV
MID-SIZE,26,413.60038,TV
COMPACT,33,321.868,TV
COMPACT,28,374.97622,TV
COMPACT,26,407.16302,TV
COMPACT,26,416.81906,TV
MID-SIZE,24,440.95916,TV
MID-SIZE,22,482.802,TV
MID-SIZE,36,296.11856,TV
COMPACT,33,321.868,TV
COMPACT,30,355.66414,TV
SUV,24,450.6152,TV
SUV,27,395.89764,TV
SUV,26,413.60038,TV
SUV,31,344.39876,TV
SUV,22,484.41134,TV
SUV,19,571.3157,TV
SUV,24,445.78718,TV
TWO-SEATER,27,389.46028,TV
TWO-SEATER,22,476.36464,TV
TWO-SEATER,27,389.46028,TV
TWO-SEATER,22,476.36464,TV
TWO-SEATER,21,500.50473999999997,TV
TWO-SEATER,21,500.50473999999997,TV
TWO-SEATER,26,407.16302,TV
TWO-SEATER,22,486.02067999999997,TV
TWO-SEATER,25,426.4751,TV
TWO-SEATER,26,407.16302,TV
TWO-SEATER,22,486.02067999999997,TV
TWO-SEATER,25,426.4751,TV
COMPACT,41,299.33724,TV
COMPACT,28,383.02292,TV
MID-SIZE,41,299.33724,TV
MID-SIZE,27,391.06962,TV
FULL-SIZE,24,444.17784,TV
FULL-SIZE,24,450.6152,TV
FULL-SIZE,21,503.72342,TV
FULL-SIZE,21,503.72342,TV
SUV,29,362.1015,TV
SUV,28,376.58556,TV
SUV,28,378.1949,TV
SUV,27,387.85094,TV
SUV,28,386.2416,TV
SUV,25,416.81906,TV
SUV,26,411.99104,TV
SUV,24,432.91246,TV
SUV,28,378.1949,TV
SUV,30,347.61744,TV
SUV,28,383.02292,TV
SUV,30,352.44546,TV
SUV,27,400.72566,TV
SUV,25,416.81906,TV
SUV,29,370.1482,TV
SUV,25,426.4751,TV
SUV,20,527.86352,TV
SUV,18,592.23712,TV
SUV,30,350.83612,TV
SUV,31,339.57074,TV
SUV,30,357.27348,TV
SUV,30,355.66414,TV
SUV,28,378.1949,TV
SUV,30,347.61744,TV
SUV,28,383.02292,TV
SUV,30,352.44546,TV
SUV,27,400.72566,TV
SUV,25,416.81906,TV
SUV,29,370.1482,TV
SUV,32,336.35206,TV
SUV,30,357.27348,TV
SUV,23,331.52404,TV
SUV,32,339.57074,TV
SUV,29,370.1482,TV
SUV,22,481.19266,TV
SUV,22,479.58332,TV
SUV,21,503.72342,TV
SUV,21,502.11408,TV
FULL-SIZE,28,381.41358,TV
MID-SIZE,39,273.5878,TV
MID-SIZE,34,318.64932,TV
MID-SIZE,34,313.8213,TV
FULL-SIZE,32,333.13338,TV
FULL-SIZE,34,317.03998,TV
FULL-SIZE,32,328.30536,TV
COMPACT,33,328.30536,TV
COMPACT,31,347.61744,TV
COMPACT,33,326.69602,TV
COMPACT,32,336.35206,TV
FULL-SIZE,24,449.00586,TV
FULL-SIZE,21,510.16078,TV
SUV,59,183.46476,TV
SUV,60,177.0274,TV
SUV,52,207.60486,TV
FULL-SIZE,34,318.64932,TV
FULL-SIZE,35,305.7746,TV
FULL-SIZE,30,360.49216,TV
MID-SIZE,50,212.43288,TV
COMPACT,36,291.29054,TV
COMPACT,36,291.29054,TV
SUV,32,337.9614,TV
VAN,24,442.5685,TV
VAN,25,432.91246,TV
VAN,23,476.36464,TV
SUV,29,376.58556,TV
SUV,26,416.81906,TV
SUV,27,395.89764,TV
SUV,23,465.09926,TV
SUV,25,434.5218,TV
SUV,32,329.9147,TV
SUV,32,334.74272,TV
SUV,32,331.52404,TV
SUV,33,320.25866,TV
SUV,30,354.0548,TV
SUV,25,423.25642,TV
SUV,27,397.50698,TV
TWO-SEATER,16,688.79752,TV
TWO-SEATER,14,741.90574,TV
TWO-SEATER,15,704.89092,TV
TWO-SEATER,14,741.90574,TV
TWO-SEATER,20,532.69154,TV
TWO-SEATER,19,547.1756,TV
SUV,26,405.55368,TV
SUV,29,371.75754,TV
SUV,27,391.06962,TV
COMPACT,50,212.43288,TV
MID-SIZE,48,223.69826,TV
MID-SIZE,29,363.71084,TV
MID-SIZE,26,413.60038,TV
MID-SIZE,38,283.24384,TV
COMPACT,23,471.53661999999997,TV
SUV,19,548.78494,TV
COMPACT,31,344.39876,TV
COMPACT,26,415.20972,TV
COMPACT,26,415.20972,TV
MID-SIZE,22,487.63002,TV
MID-SIZE,22,487.63002,TV
SUV,18,598.67448,TV
SUV,29,363.71084,TV
SUV,29,373.36688,TV
SUV,38,283.24384,TV
COMPACT,26,415.20972,TV
COMPACT,26,415.20972,TV
COMPACT,22,465.09926,TV
SUV,26,405.55368,TV
SUV,36,297.7279,TV
FULL-SIZE,24,452.22454,TV
FULL-SIZE,23,463.48992,TV
FULL-SIZE,23,461.88058,TV
SUV,26,411.99104,TV
SUV,26,408.77236,TV
SUV,25,431.30312,TV
SUV,21,516.59814,TV
SPECIAL PURPOSE VEHICLE,22,479.58332,TV
SUV,23,457.05255999999997,TV
SUV,23,471.53661999999997,TV
MID-SIZE,29,370.1482,TV
MID-SIZE,25,424.86576,TV
MID-SIZE,28,384.63226,TV
MID-SIZE,24,447.39652,TV
MID-SIZE,48,223.69826,TV
SUV,20,535.91022,TV
SUV,19,545.5662599999999,TV
MID-SIZE,23,460.27124,TV
MID-SIZE,23,471.53661999999997,TV
MID-SIZE,22,474.7553,TV
COMPACT,19,571.3157,TV
COMPACT,19,576.14372,TV
SUV,19,547.1756,TV
SUV,19,556.83164,TV
FULL-SIZE,20,516.59814,TV
FULL-SIZE,22,482.802,TV
FULL-SIZE,22,484.41134,TV
COMPACT,37,288.07186,TV
COMPACT,34,308.99328,TV
SUV,33,320.25866,TV
SUV,33,328.30536,TV
SUV,31,355.66414,TV
SUV,29,362.1015,TV
SUV,27,389.46028,TV
COMPACT,38,283.24384,TV
COMPACT,38,281.6345,TV
COMPACT,38,281.6345,TV
COMPACT,36,292.89988,TV
COMPACT,37,283.24384,TV
COMPACT,34,312.21196,TV
MID-SIZE,38,280.02515999999997,TV
MID-SIZE,37,286.46252,TV
MID-SIZE,36,294.50921999999997,TV
MID-SIZE,36,291.29054,TV
MID-SIZE,34,318.64932,TV
VAN,29,363.71084,TV
VAN,29,370.1482,TV
MID-SIZE,35,300.94658,TV
MID-SIZE,36,299.33724,TV
MID-SIZE,34,315.43064,TV
TWO-SEATER,35,300.94658,TV
TWO-SEATER,35,305.7746,TV
COMPACT,24,439.34982,TV
COMPACT,23,468.31794,TV
COMPACT,23,458.6619,TV
COMPACT,24,439.34982,TV
COMPACT,23,468.31794,TV
COMPACT,23,458.6619,TV
COMPACT,30,355.66414,TV
COMPACT,22,495.67672,TV
SUV,15,664.65742,TV
SUV,14,751.56178,TV
SUV,28,374.97622,TV
SUV,19,568.09702,TV
SUV,24,452.22454,TV
SUV,24,452.22454,TV
SUV,18,584.19042,TV
SUV,19,584.19042,TV
SUV,17,593.84646,TV
TWO-SEATER,22,487.63002,TV
TWO-SEATER,22,487.63002,TV
FULL-SIZE,21,503.72342,TV
COMPACT,20,518.20748,TV
COMPACT,22,490.8487,TV
FULL-SIZE,19,561.65966,TV
COMPACT,20,560.0503199999999,TV
COMPACT,18,587.4091,TV
TWO-SEATER,23,479.58332,TV
TWO-SEATER,19,547.1756,TV
TWO-SEATER,28,376.58556,TV
MID-SIZE,34,288.07186,TV
COMPACT,31,341.18008,TV
COMPACT,30,357.27348,TV
COMPACT,30,350.83612,TV
COMPACT,35,305.7746,TV
COMPACT,24,442.5685,TV
MID-SIZE,30,395.89764,TV
MID-SIZE,27,394.2883,TV
SUV,26,416.81906,TV
COMPACT,28,374.97622,TV
COMPACT,28,384.63226,TV
COMPACT,24,442.5685,TV
COMPACT,25,431.30312,TV
SUV,16,645.34534,TV
SUV,31,341.18008,TV
SUV,24,205.99552,TV
SUV,28,374.97622,TV
SUV,24,444.17784,TV
SUV,21,511.77012,TV
SUV,22,492.45804,TV
SUV,19,558.44098,TV
FULL-SIZE,19,577.75306,TV
SPECIAL PURPOSE VEHICLE,28,386.2416,TV
SPECIAL PURPOSE VEHICLE,27,399.11632,TV
MID-SIZE,26,407.16302,TV
MID-SIZE,24,450.6152,TV
FULL-SIZE,24,450.6152,TV
COMPACT,24,444.17784,TV
COMPACT,24,447.39652,TV
FULL-SIZE,19,563.269,TV
TWO-SEATER,28,381.41358,TV
TWO-SEATER,24,442.5685,TV
TWO-SEATER,33,321.868,TV
COMPACT,36,296.11856,TV
COMPACT,38,281.6345,TV
COMPACT,36,296.11856,TV
COMPACT,38,281.6345,TV
MID-SIZE,34,317.03998,TV
MID-SIZE,34,317.03998,TV
MID-SIZE,31,342.78942,TV
MID-SIZE,31,344.39876,TV
COMPACT,36,296.11856,TV
COMPACT,38,281.6345,TV
MID-SIZE,34,317.03998,TV
MID-SIZE,34,317.03998,TV
MID-SIZE,31,346.0081,TV
MID-SIZE,31,344.39876,TV
COMPACT,34,315.43064,TV
COMPACT,32,337.9614,TV
COMPACT,34,315.43064,TV
COMPACT,32,337.9614,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,30,354.0548,TV
MID-SIZE,31,337.9614,TV
MID-SIZE,29,365.32018,TV
COMPACT,34,315.43064,TV
COMPACT,32,337.9614,TV
MID-SIZE,31,342.78942,TV
MID-SIZE,29,365.32018,TV
COMPACT,34,315.43064,TV
COMPACT,32,337.9614,TV
MID-SIZE,31,337.9614,TV
MID-SIZE,29,365.32018,TV
COMPACT,34,315.43064,TV
COMPACT,30,354.0548,TV
COMPACT,36,294.50921999999997,TV
COMPACT,33,321.868,TV
COMPACT,32,331.52404,TV
COMPACT,30,350.83612,TV
COMPACT,31,341.18008,TV
SUV,34,312.21196,TV
SUV,32,329.9147,TV
COMPACT,47,226.91694,TV
COMPACT,43,241.401,TV
COMPACT,44,239.79166,TV
COMPACT,43,249.4477,TV
SUV,34,317.03998,TV
SUV,31,339.57074,TV
SUV,27,389.46028,TV
SUV,32,328.30536,TV
SUV,30,347.61744,TV
SUV,31,342.78942,TV
TWO-SEATER,25,420.03774,TV
TWO-SEATER,25,432.91246,TV
TWO-SEATER,25,434.5218,TV
TWO-SEATER,24,447.39652,TV
MID-SIZE,38,283.24384,TV
MID-SIZE,31,344.39876,TV
MID-SIZE,36,294.50921999999997,TV
SUV,18,582.58108,TV
TRUCK,23,460.27124,TV
TRUCK,25,431.30312,TV
TRUCK,22,489.23936,TV
TRUCK,20,524.64484,TV
TRUCK,21,510.16078,TV
COMPACT,22,482.802,TV
SUV,35,304.16526,TV
SUV,35,302.55592,TV
SUV,34,320.25866,TV
SUV,34,317.03998,TV
SUV,32,336.35206,TV
MID-SIZE,29,362.1015,TV
COMPACT,36,299.33724,TV
COMPACT,36,297.7279,TV
SUV,29,370.1482,TV
SUV,29,373.36688,TV
SPECIAL PURPOSE VEHICLE,30,354.0548,TV
SUV,28,386.2416,TV
SUV,26,402.335,TV
SUV,26,415.20972,TV
SUV,35,307.38394,TV
SUV,31,347.61744,TV
SUV,34,317.03998,TV
SUV,34,308.99328,TV
SUV,33,326.69602,TV
MID-SIZE,34,310.60262,TV
MID-SIZE,34,313.8213,TV
MID-SIZE,39,275.19714,TV
MID-SIZE,35,300.94658,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,32,328.30536,TV
TRUCK,21,502.11408,TV
TRUCK,21,506.9421,TV
TRUCK,20,535.91022,TV
MID-SIZE,40,263.93176,TV
MID-SIZE,37,289.6812,TV
COMPACT,30,355.66414,TV
COMPACT,28,381.41358,TV
COMPACT,29,365.32018,TV
COMPACT,27,387.85094,TV
COMPACT,29,363.71084,TV
COMPACT,27,389.46028,TV
COMPACT,29,366.92952,TV
COMPACT,27,391.06962,TV
COMPACT,29,362.1015,TV
COMPACT,27,389.46028,TV
COMPACT,29,370.1482,TV
COMPACT,27,395.89764,TV
COMPACT,29,373.36688,TV
COMPACT,27,391.06962,TV
COMPACT,29,371.75754,TV
COMPACT,27,395.89764,TV
COMPACT,29,366.92952,TV
COMPACT,27,395.89764,TV
COMPACT,28,374.97622,TV
COMPACT,27,395.89764,TV
COMPACT,25,428.08444,TV
COMPACT,25,429.69378,TV
COMPACT,25,428.08444,TV
COMPACT,25,429.69378,TV
TWO-SEATER,30,352.44546,TV
TWO-SEATER,29,368.53886,TV
TWO-SEATER,29,370.1482,TV
TWO-SEATER,26,400.72566,TV
SUV,25,431.30312,TV
SUV,23,452.22454,TV
SUV,24,452.22454,TV
SUV,22,476.36464,TV
SUV,20,537.51956,TV
SUV,20,537.51956,TV
TWO-SEATER,30,352.44546,TV
TWO-SEATER,29,368.53886,TV
TWO-SEATER,29,370.1482,TV
TWO-SEATER,26,400.72566,TV
SUV,27,399.11632,TV
SUV,23,458.6619,TV
SUV,23,461.88058,TV
SUV,23,461.88058,TV
TRUCK,24,450.6152,TV
TRUCK,17,455.44322,TV
TRUCK,19,556.83164,TV
TRUCK,21,513.37946,TV
TRUCK,27,447.39652,TV
TRUCK,22,473.14596,TV
TRUCK,16,482.802,TV
TRUCK,18,580.97174,TV
TRUCK,20,527.86352,TV
TRUCK,26,465.09926,TV
SPECIAL PURPOSE VEHICLE,29,373.36688,TV
COMPACT,17,627.6426,TV
FULL-SIZE,17,627.6426,TV
FULL-SIZE,17,627.6426,TV
FULL-SIZE,17,643.736,TV
FULL-SIZE,17,643.736,TV
COMPACT,17,643.736,TV
COMPACT,17,645.34534,TV
MID-SIZE,18,603.5024999999999,TV
